Time (s),System Output,ControllerOutput
9142,2108,0
9143,2129,0
9144,2163,0
9145,2135,0
9146,2122,0
9147,2113,0
9148,2117,0
9149,2166,0
9150,2163,0
9151,2113,0
9152,2127,0
9153,2105,0
9154,2142,0
9155,2163,0
9156,2154,0
9157,2185,0
9158,2167,0
9159,2160,0
9160,2162,0
9161,2172,0
9162,2155,0
9163,2135,0
9164,2118,0
9165,2139,0
9166,2151,0
9167,2135,0
9168,2182,0
9169,2195,0
9170,2149,0
9171,2170,0
9172,2189,0
9173,2187,0
9174,2177,0
9175,2214,0
9176,2174,0
9177,2200,0
9178,2209,0
9179,2198,0
9180,2173,0
9181,2173,0
9182,2124,0
9183,2152,0
9184,2199,0
9185,2158,0
9186,2139,0
9187,2117,0
9188,2123,0
9189,2098,0
9190,2140,0
9191,2121,0
9192,2076,0
9193,2075,0
9194,2113,0
9195,2112,0
9196,2090,0
9197,2057,0
9198,2051,0
9199,2032,0
9200,1997,0
9201,2044,0
9202,2036,0
9203,2001,0
9204,1981,0
9205,1967,0
9206,1939,0
9207,1979,0
9208,1973,0
9209,1994,0
9210,2008,0
9211,2012,0
9212,2043,0
9213,2037,0
9214,1994,0
9215,2031,0
9216,2014,0
9217,1991,0
9218,2030,0
9219,2069,0
9220,2033,0
9221,2020,0
9222,2069,0
9223,2066,0
9224,2086,0
9225,2079,0
9226,2075,0
9227,2055,0
9228,2069,0
9229,2048,0
9230,2014,0
9231,2004,0
9232,1977,0
9233,1979,0
9234,1954,0
9235,1921,0
9236,1931,0
9237,1906,0
9238,1865,0
9239,1867,0
9240,1847,0
9241,1857,0
9242,1868,0
9243,1871,0
9244,1887,0
9245,1915,0
9246,1888,0
9247,1914,0
9248,1946,0
9249,1946,0
9250,1955,0
9251,1971,0
9252,2019,0
9253,2061,0
9254,2088,0
9255,2114,0
9256,2119,0
9257,2106,0
9258,2117,0
9259,2141,0
9260,2123,0
9261,2156,0
9262,2124,0
9263,2160,0
9264,2190,0
9265,2201,0
9266,2251,0
9267,2253,0
9268,2275,0
9269,2287,0
9270,2289,0
9271,2285,0
9272,2306,0
9273,2337,0
9274,2312,0
9275,2310,0
9276,2277,0
9277,2320,0
9278,2310,0
9279,2288,0
9280,2309,0
9281,2340,0
9282,2292,0
9283,2293,0
9284,2340,0
9285,2356,0
9286,2311,0
9287,2280,0
9288,2254,0
9289,2266,0
9290,2233,0
9291,2280,0
9292,2293,0
9293,2318,0
9294,2282,0
9295,2238,0
9296,2279,0
9297,2289,0
9298,2253,0
9299,2299,0
9300,2253,0
9301,2277,0
9302,2324,0
9303,2356,0
9304,2363,0
9305,2392,0
9306,2387,0
9307,2345,0
9308,2315,0
9309,2310,0
9310,2268,0
9311,2278,0
9312,2322,0
9313,2348,0
9314,2385,0
9315,2335,0
9316,2359,0
9317,2309,0
9318,2293,0
9319,2333,0
9320,2312,0
9321,2271,0
9322,2245,0
9323,2271,0
9324,2225,0
9325,2199,0
9326,2211,0
9327,2163,0
9328,2178,0
9329,2140,0
9330,2174,0
9331,2183,0
9332,2206,0
9333,2227,0
9334,2216,0
9335,2215,0
9336,2173,0
9337,2179,0
9338,2229,0
9339,2226,0
9340,2182,0
9341,2229,0
9342,2255,0
9343,2205,0
9344,2238,0
9345,2193,0
9346,2162,0
9347,2157,0
9348,2162,0
9349,2145,0
9350,2129,0
9351,2098,0
9352,2145,0
9353,2108,0
9354,2063,0
9355,2067,0
9356,2093,0
9357,2052,0
9358,2016,0
9359,2030,0
9360,2027,0
9361,2010,0
9362,1964,0
9363,1970,0
9364,2001,0
9365,1986,0
9366,2009,0
9367,2010,0
9368,2039,0
9369,1989,0
9370,1949,0
9371,1958,0
9372,1934,0
9373,1979,0
9374,1999,0
9375,1963,0
9376,1981,0
9377,2002,0
9378,2036,0
9379,2035,0
9380,2008,0
9381,1971,0
9382,1994,0
9383,2005,0
9384,2006,0
9385,1994,0
9386,1995,0
9387,1974,0
9388,1937,0
9389,1889,0
9390,1860,0
9391,1896,0
9392,1871,0
9393,1920,0
9394,1904,0
9395,1870,0
9396,1823,0
9397,1774,0
9398,1798,0
9399,1785,0
9400,1752,0
9401,1776,0
9402,1752,0
9403,1736,0
9404,1775,0
9405,1747,0
9406,1734,0
9407,1710,0
9408,1739,0
9409,1778,0
9410,1780,0
9411,1779,0
9412,1784,0
9413,1770,0
9414,1734,0
9415,1704,0
9416,1680,0
9417,1653,0
9418,1693,0
9419,1703,0
9420,1719,0
9421,1732,0
9422,1709,0
9423,1666,0
9424,1684,0
9425,1688,0
9426,1708,0
9427,1732,0
9428,1753,0
9429,1721,0
9430,1725,0
9431,1688,0
9432,1639,0
9433,1685,0
9434,1635,0
9435,1676,0
9436,1676,0
9437,1693,0
9438,1735,0
9439,1726,0
9440,1745,0
9441,1699,0
9442,1674,0
9443,1687,0
9444,1659,0
9445,1669,0
9446,1692,0
9447,1723,0
9448,1686,0
9449,1733,0
9450,1733,0
9451,1750,0
9452,1705,0
9453,1675,0
9454,1632,0
9455,1666,0
9456,1643,0
9457,1683,0
9458,1643,0
9459,1608,0
9460,1632,0
9461,1674,0
9462,1710,0
9463,1720,0
9464,1736,0
9465,1692,0
9466,1681,0
9467,1641,0
9468,1614,0
9469,1605,0
9470,1629,0
9471,1610,0
9472,1615,0
9473,1621,0
9474,1578,0
9475,1560,0
9476,1523,0
9477,1520,0
9478,1501,0
9479,1537,0
9480,1552,0
9481,1519,0
9482,1515,0
9483,1500,0
9484,1500,0
9485,1452,0
9486,1447,0
9487,1428,0
9488,1391,0
9489,1395,0
9490,1400,0
9491,1434,0
9492,1468,0
9493,1420,0
9494,1463,0
9495,1496,0
9496,1479,0
9497,1429,0
9498,1466,0
9499,1438,0
9500,1437,0
9501,1399,0
9502,1358,0
9503,1311,0
9504,1317,0
9505,1292,0
9506,1261,0
9507,1226,0
9508,1179,0
9509,1226,0
9510,1217,0
9511,1236,0
9512,1209,0
9513,1203,0
9514,1193,0
9515,1153,0
9516,1143,0
9517,1124,0
9518,1134,0
9519,1129,0
9520,1090,0
9521,1116,0
9522,1153,0
9523,1151,0
9524,1177,0
9525,1147,0
9526,1115,0
9527,1099,0
9528,1149,0
9529,1197,0
9530,1191,0
9531,1162,0
9532,1148,0
9533,1110,0
9534,1143,0
9535,1147,0
9536,1108,0
9537,1081,0
9538,1078,0
9539,1058,0
9540,1052,0
9541,1006,0
9542,969,0
9543,1004,0
9544,970,0
9545,950,0
9546,969,0
9547,966,0
9548,963,0
9549,980,0
9550,960,0
9551,971,0
9552,997,0
9553,1020,0
9554,996,0
9555,981,0
9556,1024,0
9557,1065,0
9558,1033,0
9559,1051,0
9560,1073,0
9561,1084,0
9562,1099,0
9563,1130,0
9564,1158,0
9565,1116,0
9566,1161,0
9567,1133,0
9568,1164,0
9569,1151,0
9570,1187,0
9571,1206,0
9572,1167,0
9573,1169,0
9574,1159,0
9575,1129,0
9576,1145,0
9577,1136,0
9578,1139,0
9579,1112,0
9580,1159,0
9581,1156,0
9582,1106,0
9583,1134,0
9584,1112,0
9585,1147,0
9586,1162,0
9587,1147,0
9588,1173,0
9589,1123,0
9590,1082,0
9591,1120,0
9592,1146,0
9593,1183,0
9594,1174,0
9595,1133,0
9596,1095,0
9597,1082,0
9598,1038,0
9599,989,0
9600,949,0
9601,950,0
9602,974,0
9603,978,0
9604,934,0
9605,899,0
9606,856,0
9607,823,0
9608,831,0
9609,797,0
9610,757,0
9611,713,0
9612,755,0
9613,739,0
9614,749,0
9615,778,0
9616,731,0
9617,696,0
9618,693,0
9619,668,0
9620,680,0
9621,710,0
9622,683,0
9623,649,0
9624,649,0
9625,631,0
9626,634,0
9627,622,0
9628,618,0
9629,640,0
9630,687,0
9631,722,0
9632,739,0
9633,715,0
9634,764,0
9635,748,0
9636,755,0
9637,738,0
9638,759,0
9639,741,0
9640,746,0
9641,746,0
9642,744,0
9643,695,0
9644,714,0
9645,734,0
9646,748,0
9647,756,0
9648,707,0
9649,666,0
9650,619,0
9651,638,0
9652,628,0
9653,586,0
9654,577,0
9655,604,0
9656,616,0
9657,616,0
9658,585,0
9659,618,0
9660,588,0
9661,547,0
9662,515,0
9663,559,0
9664,527,0
9665,552,0
9666,516,0
9667,529,0
9668,565,0
9669,517,0
9670,536,0
9671,548,0
9672,579,0
9673,561,0
9674,513,0
9675,500,0
9676,492,0
9677,478,0
9678,475,0
9679,479,0
9680,460,0
9681,412,0
9682,367,0
9683,319,0
9684,294,0
9685,320,0
9686,327,0
9687,352,0
9688,324,0
9689,326,0
9690,282,0
9691,280,0
9692,274,0
9693,321,0
9694,303,0
9695,352,0
9696,367,0
9697,379,0
9698,399,0
9699,428,0
9700,448,0
9701,476,0
9702,437,0
9703,394,0
9704,350,0
9705,399,0
9706,384,0
9707,395,0
9708,434,0
9709,393,0
9710,428,0
9711,409,0
9712,404,0
9713,414,0
9714,376,0
9715,357,0
9716,317,0
9717,323,0
9718,331,0
9719,283,0
9720,267,0
9721,313,0
9722,289,0
9723,287,0
9724,337,0
9725,360,0
9726,310,0
9727,310,0
9728,343,0
9729,334,0
9730,328,0
9731,338,0
9732,362,0
9733,411,0
9734,371,0
9735,356,0
9736,353,0
9737,373,0
9738,381,0
9739,423,0
9740,411,0
9741,409,0
9742,408,0
9743,439,0
9744,389,0
9745,349,0
9746,322,0
9747,353,0
9748,303,0
9749,303,0
9750,329,0
9751,371,0
9752,363,0
9753,402,0
9754,368,0
9755,373,0
9756,356,0
9757,351,0
9758,387,0
9759,408,0
9760,434,0
9761,464,0
9762,456,0
9763,456,0
9764,462,0
9765,478,0
9766,478,0
9767,431,0
9768,459,0
9769,458,0
9770,484,0
9771,496,0
9772,471,0
9773,474,0
9774,476,0
9775,477,0
9776,475,0
9777,525,0
9778,514,0
9779,539,0
9780,569,0
9781,580,0
9782,557,0
9783,528,0
9784,577,0
9785,597,0
9786,588,0
9787,591,0
9788,559,0
9789,525,0
9790,521,0
9791,497,0
9792,476,0
9793,508,0
9794,476,0
9795,427,0
9796,452,0
9797,491,0
9798,461,0
9799,474,0
9800,464,0
9801,419,0
9802,438,0
9803,440,0
9804,473,0
9805,447,0
9806,401,0
9807,358,0
9808,381,0
9809,373,0
9810,414,0
9811,429,0
9812,456,0
9813,475,0
9814,477,0
9815,448,0
9816,460,0
9817,498,0
9818,548,0
9819,538,0
9820,541,0
9821,494,0
9822,459,0
9823,438,0
9824,440,0
9825,437,0
9826,435,0
9827,467,0
9828,445,0
9829,440,0
9830,463,0
9831,483,0
9832,522,0
9833,558,0
9834,510,0
9835,469,0
9836,490,0
9837,507,0
9838,511,0
9839,491,0
9840,519,0
9841,478,0
9842,508,0
9843,462,0
9844,482,0
9845,497,0
9846,512,0
9847,513,0
9848,546,0
9849,572,0
9850,614,0
9851,650,0
9852,635,0
9853,659,0
9854,662,0
9855,663,0
9856,696,0
9857,731,0
9858,719,0
9859,746,0
9860,755,0
9861,770,0
9862,730,0
9863,725,0
9864,718,0
9865,762,0
9866,773,0
9867,810,0
9868,801,0
9869,813,0
9870,862,0
9871,906,0
9872,949,0
9873,954,0
9874,927,0
9875,939,0
9876,971,0
9877,981,0
9878,1003,0
9879,1014,0
9880,1050,0
9881,1068,0
9882,1089,0
9883,1101,0
9884,1142,0
9885,1130,0
9886,1100,0
9887,1094,0
9888,1143,0
9889,1180,0
9890,1221,0
9891,1208,0
9892,1252,0
9893,1255,0
9894,1249,0
9895,1200,0
9896,1239,0
9897,1207,0
9898,1229,0
9899,1276,0
9900,1296,0
9901,1331,0
9902,1332,0
9903,1330,0
9904,1378,0
9905,1422,0
9906,1462,0
9907,1478,0
9908,1524,0
9909,1526,0
9910,1567,0
9911,1596,0
9912,1632,0
9913,1667,0
9914,1654,0
9915,1679,0
9916,1670,0
9917,1709,0
9918,1709,0
9919,1754,0
9920,1739,0
9921,1755,0
9922,1724,0
9923,1721,0
9924,1685,0
9925,1697,0
9926,1675,0
9927,1652,0
9928,1659,0
9929,1634,0
9930,1627,0
9931,1607,0
9932,1611,0
9933,1644,0
9934,1659,0
9935,1666,0
9936,1634,0
9937,1627,0
9938,1607,0
9939,1579,0
9940,1629,0
9941,1649,0
9942,1693,0
9943,1739,0
9944,1692,0
9945,1674,0
9946,1719,0
9947,1766,0
9948,1770,0
9949,1752,0
9950,1702,0
9951,1726,0
9952,1735,0
9953,1727,0
9954,1751,0
9955,1764,0
9956,1753,0
9957,1787,0
9958,1771,0
9959,1735,0
9960,1713,0
9961,1684,0
9962,1724,0
9963,1685,0
9964,1714,0
9965,1728,0
9966,1754,0
9967,1742,0
9968,1742,0
9969,1781,0
9970,1760,0
9971,1810,0
9972,1854,0
9973,1888,0
9974,1887,0
9975,1845,0
9976,1894,0
9977,1910,0
9978,1867,0
9979,1861,0
9980,1856,0
9981,1858,0
9982,1858,0
9983,1867,0
9984,1866,0
9985,1843,0
9986,1836,0
9987,1848,0
9988,1807,0
9989,1809,0
9990,1824,0
9991,1859,0
9992,1856,0
9993,1847,0
9994,1822,0
9995,1863,0
9996,1815,0
9997,1786,0
9998,1762,0
9999,1757,0
10000,1747,0
10001,1707,0
10002,1668,0
10003,1647,0
10004,1598,0
10005,1648,0
10006,1664,0
10007,1695,0
10008,1725,0
10009,1714,0
10010,1702,0
10011,1660,0
10012,1692,0
10013,1676,0
10014,1652,0
10015,1656,0
10016,1683,0
10017,1719,0
10018,1713,0
10019,1709,0
10020,1744,0
10021,1721,0
10022,1755,0
10023,1744,0
10024,1740,0
10025,1715,0
10026,1674,0
10027,1718,0
10028,1675,0
10029,1695,0
10030,1719,0
10031,1758,0
10032,1727,0
10033,1754,0
10034,1770,0
10035,1811,0
10036,1795,0
10037,1768,0
10038,1804,0
10039,1788,0
10040,1813,0
10041,1812,0
10042,1837,0
10043,1825,0
10044,1862,0
10045,1905,0
10046,1877,0
10047,1925,0
10048,1877,0
10049,1866,0
10050,1912,0
10051,1945,0
10052,1932,0
10053,1941,0
10054,1918,0
10055,1948,0
10056,1921,0
10057,1914,0
10058,1869,0
10059,1911,0
10060,1862,0
10061,1828,0
10062,1846,0
10063,1816,0
10064,1828,0
10065,1816,0
10066,1834,0
10067,1875,0
10068,1831,0
10069,1810,0
10070,1808,0
10071,1852,0
10072,1806,0
10073,1823,0
10074,1784,0
10075,1804,0
10076,1827,0
10077,1863,0
10078,1873,0
10079,1894,0
10080,1887,0
10081,1841,0
10082,1864,0
10083,1882,0
10084,1835,0
10085,1834,0
10086,1880,0
10087,1837,0
10088,1876,0
10089,1878,0
10090,1905,0
10091,1928,0
10092,1935,0
10093,1941,0
10094,1927,0
10095,1888,0
10096,1899,0
10097,1883,0
10098,1890,0
10099,1939,0
10100,1956,0
10101,1938,0
10102,1905,0
10103,1947,0
10104,1969,0
10105,1932,0
10106,1959,0
10107,1949,0
10108,1991,0
10109,1954,0
10110,1919,0
10111,1915,0
10112,1908,0
10113,1879,0
10114,1921,0
10115,1949,0
10116,1930,0
10117,1892,0
10118,1872,0
10119,1887,0
10120,1908,0
10121,1899,0
10122,1853,0
10123,1868,0
10124,1909,0
10125,1940,0
10126,1925,0
10127,1975,0
10128,2006,0
10129,2024,0
10130,2043,0
10131,2083,0
10132,2133,0
10133,2176,0
10134,2181,0
10135,2227,0
10136,2220,0
10137,2233,0
10138,2210,0
10139,2236,0
10140,2273,0
10141,2297,0
10142,2274,0
10143,2310,0
10144,2349,0
10145,2357,0
10146,2349,0
10147,2364,0
10148,2371,0
10149,2396,0
10150,2387,0
10151,2427,0
10152,2476,0
10153,2458,0
10154,2422,0
10155,2399,0
10156,2398,0
10157,2393,0
10158,2442,0
10159,2444,0
10160,2458,0
10161,2484,0
10162,2467,0
10163,2515,0
10164,2494,0
10165,2445,0
10166,2460,0
10167,2487,0
10168,2441,0
10169,2487,0
10170,2442,0
10171,2484,0
10172,2482,0
10173,2469,0
10174,2473,0
10175,2501,0
10176,2474,0
10177,2442,0
10178,2461,0
10179,2458,0
10180,2447,0
10181,2404,0
10182,2400,0
10183,2371,0
10184,2375,0
10185,2404,0
10186,2358,0
10187,2308,0
10188,2352,0
10189,2342,0
10190,2367,0
10191,2323,0
10192,2331,0
10193,2329,0
10194,2286,0
10195,2263,0
10196,2265,0
10197,2219,0
10198,2256,0
10199,2267,0
10200,2245,0
10201,2285,0
10202,2315,0
10203,2288,0
10204,2326,0
10205,2320,0
10206,2283,0
10207,2235,0
10208,2233,0
10209,2202,0
10210,2225,0
10211,2269,0
10212,2318,0
10213,2315,0
10214,2276,0
10215,2230,0
10216,2204,0
10217,2196,0
10218,2245,0
10219,2263,0
10220,2217,0
10221,2202,0
10222,2224,0
10223,2239,0
10224,2273,0
10225,2233,0
10226,2203,0
10227,2167,0
10228,2160,0
10229,2152,0
10230,2152,0
10231,2157,0
10232,2202,0
10233,2208,0
10234,2257,0
10235,2284,0
10236,2238,0
10237,2205,0
10238,2204,0
10239,2192,0
10240,2181,0
10241,2142,0
10242,2130,0
10243,2085,0
10244,2115,0
10245,2153,0
10246,2133,0
10247,2155,0
10248,2177,0
10249,2181,0
10250,2208,0
10251,2200,0
10252,2220,0
10253,2209,0
10254,2166,0
10255,2183,0
10256,2194,0
10257,2221,0
10258,2190,0
10259,2142,0
10260,2151,0
10261,2187,0
10262,2187,0
10263,2173,0
10264,2178,0
10265,2222,0
10266,2237,0
10267,2227,0
10268,2204,0
10269,2242,0
10270,2282,0
10271,2283,0
10272,2268,0
10273,2288,0
10274,2254,0
10275,2264,0
10276,2224,0
10277,2203,0
10278,2198,0
10279,2186,0
10280,2231,0
10281,2186,0
10282,2218,0
10283,2171,0
10284,2172,0
10285,2170,0
10286,2133,0
10287,2172,0
10288,2159,0
10289,2153,0
10290,2199,0
10291,2182,0
10292,2190,0
10293,2165,0
10294,2199,0
10295,2152,0
10296,2142,0
10297,2102,0
10298,2149,0
10299,2179,0
10300,2228,0
10301,2261,0
10302,2308,0
10303,2259,0
10304,2280,0
10305,2315,0
10306,2323,0
10307,2373,0
10308,2415,0
10309,2425,0
10310,2472,0
10311,2438,0
10312,2400,0
10313,2413,0
10314,2432,0
10315,2441,0
10316,2392,0
10317,2400,0
10318,2441,0
10319,2449,0
10320,2435,0
10321,2400,0
10322,2375,0
10323,2362,0
10324,2353,0
10325,2393,0
10326,2419,0
10327,2450,0
10328,2470,0
10329,2503,0
10330,2505,0
10331,2540,0
10332,2571,0
10333,2542,0
10334,2535,0
10335,2538,0
10336,2532,0
10337,2582,0
10338,2580,0
10339,2602,0
10340,2578,0
10341,2587,0
10342,2559,0
10343,2588,0
10344,2551,0
10345,2507,0
10346,2467,0
10347,2431,0
10348,2388,0
10349,2352,0
10350,2337,0
10351,2382,0
10352,2424,0
10353,2466,0
10354,2504,0
10355,2553,0
10356,2600,0
10357,2600,0
10358,2627,0
10359,2579,0
10360,2547,0
10361,2514,0
10362,2484,0
10363,2532,0
10364,2534,0
10365,2543,0
10366,2568,0
10367,2567,0
10368,2551,0
10369,2512,0
10370,2554,0
10371,2551,0
10372,2584,0
10373,2537,0
10374,2496,0
10375,2524,0
10376,2533,0
10377,2543,0
10378,2541,0
10379,2519,0
10380,2492,0
10381,2467,0
10382,2468,0
10383,2424,0
10384,2430,0
10385,2384,0
10386,2383,0
10387,2379,0
10388,2333,0
10389,2313,0
10390,2354,0
10391,2383,0
10392,2344,0
10393,2375,0
10394,2415,0
10395,2392,0
10396,2418,0
10397,2385,0
10398,2361,0
10399,2350,0
10400,2334,0
10401,2302,0
10402,2298,1
10403,2314,0
10404,2318,0
10405,2317,0
10406,2287,0
10407,2271,0
10408,2281,0
10409,2283,0
10410,2271,0
10411,2283,0
10412,2325,0
10413,2370,0
10414,2365,0
10415,2356,0
10416,2360,0
10417,2336,0
10418,2310,0
10419,2346,0
10420,2311,0
10421,2359,0
10422,2311,0
10423,2305,0
10424,2350,0
10425,2338,0
10426,2319,0
10427,2295,0
10428,2259,0
10429,2307,0
10430,2276,0
10431,2311,0
10432,2349,0
10433,2312,1
10434,2309,0
10435,2345,0
10436,2384,0
10437,2394,0
10438,2356,0
10439,2356,0
10440,2370,0
10441,2347,0
10442,2396,0
10443,2366,0
10444,2386,0
10445,2370,0
10446,2404,0
10447,2452,0
10448,2451,0
10449,2465,0
10450,2501,0
10451,2505,0
10452,2491,0
10453,2466,0
10454,2467,0
10455,2441,0
10456,2455,0
10457,2505,0
10458,2536,0
10459,2519,0
10460,2544,0
10461,2544,0
10462,2545,0
10463,2496,0
10464,2449,1
10465,2365,0
10466,2408,0
10467,2413,0
10468,2397,0
10469,2383,0
10470,2414,0
10471,2420,0
10472,2452,0
10473,2439,0
10474,2399,0
10475,2350,0
10476,2366,0
10477,2351,0
10478,2348,0
10479,2374,0
10480,2416,0
10481,2432,0
10482,2385,0
10483,2395,0
10484,2362,0
10485,2403,0
10486,2422,0
10487,2457,0
10488,2414,0
10489,2436,0
10490,2454,0
10491,2488,0
10492,2497,0
10493,2541,0
10494,2565,0
10495,2580,1
10496,2520,0
10497,2470,0
10498,2478,0
10499,2521,0
10500,2499,0
10501,2489,0
10502,2529,0
10503,2576,0
10504,2564,0
10505,2517,0
10506,2530,0
10507,2540,0
10508,2531,0
10509,2558,0
10510,2570,0
10511,2550,0
10512,2589,0
10513,2546,0
10514,2558,0
10515,2598,0
10516,2588,0
10517,2587,0
10518,2614,0
10519,2580,0
10520,2532,0
10521,2554,0
10522,2534,0
10523,2575,0
10524,2540,0
10525,2578,0
10526,2620,1
10527,2626,0
10528,2620,0
10529,2587,0
10530,2593,0
10531,2584,0
10532,2619,0
10533,2578,0
10534,2607,0
10535,2647,0
10536,2618,0
10537,2605,0
10538,2631,0
10539,2656,0
10540,2649,0
10541,2661,0
10542,2676,0
10543,2656,0
10544,2632,0
10545,2637,0
10546,2678,0
10547,2634,0
10548,2585,0
10549,2539,0
10550,2533,0
10551,2525,0
10552,2575,0
10553,2596,0
10554,2572,0
10555,2616,0
10556,2591,0
10557,2548,1
10558,2512,0
10559,2469,0
10560,2475,0
10561,2443,0
10562,2432,0
10563,2433,0
10564,2454,0
10565,2478,0
10566,2518,0
10567,2548,0
10568,2506,0
10569,2537,0
10570,2557,0
10571,2587,0
10572,2595,0
10573,2601,0
10574,2569,0
10575,2566,0
10576,2581,0
10577,2582,0
10578,2602,0
10579,2618,0
10580,2580,0
10581,2551,0
10582,2511,0
10583,2529,0
10584,2505,0
10585,2524,0
10586,2543,0
10587,2550,0
10588,2567,1
10589,2519,0
10590,2491,0
10591,2528,0
10592,2487,0
10593,2476,0
10594,2519,0
10595,2529,0
10596,2531,0
10597,2502,0
10598,2481,0
10599,2500,0
10600,2507,0
10601,2531,0
10602,2547,0
10603,2573,0
10604,2552,0
10605,2577,0
10606,2592,0
10607,2634,0
10608,2655,0
10609,2665,0
10610,2654,0
10611,2686,0
10612,2692,0
10613,2707,0
10614,2717,0
10615,2675,0
10616,2640,0
10617,2617,0
10618,2626,0
10619,2607,1
10620,2620,0
10621,2621,0
10622,2593,0
10623,2595,0
10624,2563,0
10625,2590,0
10626,2562,0
10627,2516,0
10628,2550,0
10629,2582,0
10630,2547,0
10631,2578,0
10632,2562,0
10633,2592,0
10634,2570,0
10635,2529,0
10636,2524,0
10637,2548,0
10638,2511,0
10639,2554,0
10640,2576,0
10641,2574,0
10642,2571,0
10643,2617,0
10644,2577,0
10645,2574,0
10646,2569,0
10647,2529,0
10648,2559,0
10649,2529,0
10650,2504,1
10651,2531,0
10652,2483,0
10653,2460,0
10654,2444,0
10655,2424,0
10656,2452,0
10657,2413,0
10658,2375,0
10659,2378,0
10660,2335,0
10661,2354,0
10662,2348,0
10663,2394,0
10664,2415,0
10665,2439,0
10666,2406,0
10667,2448,0
10668,2498,0
10669,2521,0
10670,2532,0
10671,2550,0
10672,2589,0
10673,2544,0
10674,2507,0
10675,2529,0
10676,2489,0
10677,2517,0
10678,2481,0
10679,2471,0
10680,2477,0
10681,2507,1
10682,2466,0
10683,2515,0
10684,2506,0
10685,2525,0
10686,2548,0
10687,2535,0
10688,2561,0
10689,2597,0
10690,2615,0
10691,2657,0
10692,2615,0
10693,2597,0
10694,2611,0
10695,2611,0
10696,2623,0
10697,2618,0
10698,2644,0
10699,2650,0
10700,2631,0
10701,2655,0
10702,2624,0
10703,2626,0
10704,2669,0
10705,2717,0
10706,2684,0
10707,2638,0
10708,2628,0
10709,2609,0
10710,2575,0
10711,2542,0
10712,2576,1
10713,2539,0
10714,2560,0
10715,2574,0
10716,2588,0
10717,2618,0
10718,2634,0
10719,2597,0
10720,2646,0
10721,2666,0
10722,2662,0
10723,2645,0
10724,2655,0
10725,2625,0
10726,2622,0
10727,2600,0
10728,2645,0
10729,2617,0
10730,2628,0
10731,2602,0
10732,2593,0
10733,2572,0
10734,2569,0
10735,2613,0
10736,2569,0
10737,2554,0
10738,2581,0
10739,2556,0
10740,2596,0
10741,2576,0
10742,2548,0
10743,2583,1
10744,2577,0
10745,2576,0
10746,2556,0
10747,2597,0
10748,2547,0
10749,2533,0
10750,2554,0
10751,2533,0
10752,2576,0
10753,2579,0
10754,2568,0
10755,2534,0
10756,2535,0
10757,2559,0
10758,2559,0
10759,2560,0
10760,2514,0
10761,2479,0
10762,2480,0
10763,2503,0
10764,2521,0
10765,2490,0
10766,2450,0
10767,2409,0
10768,2386,0
10769,2371,0
10770,2362,0
10771,2327,0
10772,2335,0
10773,2353,0
10774,2365,1
10775,2336,0
10776,2323,0
10777,2283,0
10778,2322,0
10779,2272,0
10780,2270,0
10781,2310,0
10782,2325,0
10783,2298,0
10784,2263,0
10785,2272,0
10786,2275,0
10787,2319,0
10788,2324,0
10789,2352,0
10790,2348,0
10791,2311,0
10792,2335,0
10793,2332,0
10794,2323,0
10795,2273,0
10796,2302,0
10797,2281,0
10798,2300,0
10799,2251,0
10800,2254,0
10801,2244,0
10802,2195,0
10803,2235,0
10804,2212,0
10805,2217,1
10806,2166,0
10807,2177,0
10808,2172,0
10809,2146,0
10810,2154,0
10811,2186,0
10812,2232,0
10813,2234,0
10814,2255,0
10815,2259,0
10816,2270,0
10817,2221,0
10818,2209,0
10819,2242,0
10820,2200,0
10821,2246,0
10822,2224,0
10823,2208,0
10824,2215,0
10825,2227,0
10826,2262,0
10827,2281,0
10828,2326,0
10829,2360,0
10830,2347,0
10831,2297,0
10832,2304,0
10833,2271,0
10834,2266,0
10835,2295,0
10836,2249,1
10837,2206,0
10838,2189,0
10839,2231,0
10840,2202,0
10841,2226,0
10842,2234,0
10843,2187,0
10844,2192,0
10845,2231,0
10846,2247,0
10847,2198,0
10848,2217,0
10849,2173,0
10850,2148,0
10851,2191,0
10852,2152,0
10853,2111,0
10854,2082,0
10855,2032,0
10856,2051,0
10857,2088,0
10858,2087,0
10859,2102,0
10860,2060,0
10861,2053,0
10862,2103,0
10863,2136,0
10864,2131,0
10865,2147,0
10866,2149,0
10867,2181,1
10868,2215,0
10869,2178,0
10870,2148,0
10871,2129,0
10872,2120,0
10873,2157,0
10874,2126,0
10875,2099,0
10876,2053,0
10877,2059,0
10878,2039,0
10879,2080,0
10880,2061,0
10881,2092,0
10882,2087,0
10883,2097,0
10884,2118,0
10885,2122,0
10886,2136,0
10887,2127,0
10888,2120,0
10889,2145,0
10890,2121,0
10891,2092,0
10892,2085,0
10893,2102,0
10894,2148,0
10895,2114,0
10896,2068,0
10897,2068,0
10898,2059,1
10899,2019,0
10900,2024,0
10901,1994,0
10902,2008,0
10903,1998,0
10904,2008,0
10905,2008,0
10906,2046,0
10907,2050,0
10908,2067,0
10909,2020,0
10910,2019,0
10911,1994,0
10912,1964,0
10913,1991,0
10914,2020,0
10915,2030,0
10916,2027,0
10917,2009,0
10918,1959,0
10919,1964,0
10920,2010,0
10921,1967,0
10922,1937,0
10923,1917,0
10924,1918,0
10925,1949,0
