Time (s),Altitude,Controller Output,Ascent Rate (m/s),Filtered Ascent Rate (m/s)
5192,23244224,0,720,-137
5193,23240957,0,-3267,-199
5194,23239657,0,-1300,-221
5195,23237899,0,-1758,-251
5196,23236473,0,-1426,-273
5197,23237490,0,1017,-247
5198,23239421,0,1931,-204
5199,23239431,0,10,-199
5200,23239366,0,-65,-196
5201,23239068,0,-298,-197
5202,23238796,0,-272,-198
5203,23238117,0,-679,-207
5204,23239529,0,1412,-174
5205,23239583,0,54,-169
5206,23239175,0,-408,-173
5207,23239173,0,-2,-169
5208,23240158,0,985,-146
5209,23243682,0,3524,-73
5210,23243684,0,2,-71
5211,23242441,0,-1243,-93
5212,23245023,0,2582,-40
5213,23241752,0,-3271,-104
5214,23242634,0,882,-84
5215,23242733,0,99,-81
5216,23240873,0,-1860,-116
5217,23241172,0,299,-108
5218,23239410,0,-1762,-140
5219,23241696,0,2286,-92
5220,23245225,0,3529,-20
5221,23247320,0,2095,22
5222,23247905,0,585,32
5223,23248921,0,1016,51
5224,23248933,0,12,49
5225,23247542,0,-1391,21
5226,23245635,0,-1907,-18
5227,23246174,0,539,-7
5228,23245502,0,-672,-19
5229,23246069,0,567,-7
5230,23246103,0,34,-6
5231,23243579,0,-2524,-55
5232,23244776,0,1197,-30
5233,23244976,0,200,-25
5234,23244701,0,-275,-29
5235,23242857,0,-1844,-64
5236,23239428,0,-3429,-130
5237,23236726,0,-2702,-181
5238,23234940,0,-1786,-212
5239,23234805,0,-135,-209
5240,23232656,0,-2149,-246
5241,23231623,0,-1033,-261
5242,23235220,0,3597,-184
5243,23233270,0,-1950,-219
5244,23233432,0,162,-211
5245,23233650,0,218,-202
5246,23233599,0,-51,-198
5247,23235730,0,2131,-152
5248,23235564,0,-166,-151
5249,23231775,0,-3789,-222
5250,23229080,0,-2695,-270
5251,23231779,0,2699,-211
5252,23230002,0,-1777,-241
5253,23229433,0,-569,-247
5254,23228456,0,-977,-261
5255,23227704,0,-752,-270
5256,23226289,0,-1415,-292
5257,23225299,0,-990,-305
5258,23222101,0,-3198,-361
5259,23220138,0,-1963,-392
5260,23218281,0,-1857,-421
5261,23217051,0,-1230,-436
5262,23215436,0,-1615,-459
5263,23218050,0,2614,-397
5264,23216935,0,-1115,-411
5265,23216611,0,-324,-408
5266,23217231,0,620,-387
5267,23218487,0,1256,-354
5268,23218650,0,163,-343
5269,23217758,0,-892,-353
5270,23220713,0,2955,-286
5271,23222076,0,1363,-253
5272,23225227,0,3151,-184
5273,23227277,0,2050,-139
5274,23228527,0,1250,-111
5275,23227545,0,-982,-127
5276,23228452,0,907,-106
5277,23229285,0,833,-87
5278,23230741,0,1456,-56
5279,23228472,0,-2269,-99
5280,23228688,0,216,-93
5281,23227416,0,-1272,-116
5282,23225381,0,-2035,-153
5283,23226683,0,1302,-123
5284,23228626,0,1943,-82
5285,23228527,0,-99,-81
5286,23229156,0,629,-67
5287,23228967,0,-189,-68
5288,23231591,0,2624,-14
5289,23233846,0,2255,32
5290,23232033,0,-1813,-5
5291,23233328,0,1295,21
5292,23233314,0,-14,20
5293,23233423,0,109,21
5294,23233845,0,422,28
5295,23235129,0,1284,52
5296,23235565,0,436,58
5297,23238792,0,3227,120
5298,23239200,0,408,125
5299,23239245,0,45,122
5300,23238895,0,-350,112
5301,23239354,0,459,118
5302,23239507,0,153,118
5303,23237101,0,-2406,67
5304,23239151,0,2050,106
5305,23239039,0,-112,101
5306,23238340,0,-699,85
5307,23240366,0,2026,123
5308,23238154,0,-2212,76
5309,23238243,0,89,75
5310,23238155,0,-88,72
5311,23240797,0,2642,122
5312,23240530,0,-267,114
5313,23243049,0,2519,161
5314,23243441,0,392,164
5315,23243271,0,-170,157
5316,23243601,0,330,159
5317,23245883,0,2282,200
5318,23245735,0,-148,194
5319,23247233,0,1498,219
5320,23249026,0,1793,249
5321,23247311,0,-1715,210
5322,23244789,0,-2522,155
5323,23245607,0,818,167
5324,23246163,0,556,174
5325,23245915,0,-248,166
5326,23245711,0,-204,158
5327,23244676,0,-1035,134
5328,23243723,0,-953,112
5329,23244047,0,324,115
5330,23242680,0,-1367,85
5331,23243558,0,878,100
5332,23240768,0,-2790,43
5333,23242722,0,1954,81
5334,23244442,0,1720,113
5335,23243957,0,-485,101
5336,23243989,0,32,98
5337,23243211,0,-778,81
5338,23243239,0,28,79
5339,23243346,0,107,79
5340,23242570,0,-776,62
5341,23241380,0,-1190,37
5342,23241067,0,-313,30
5343,23241875,0,808,45
5344,23242694,0,819,60
5345,23243453,0,759,73
5346,23241581,0,-1872,34
5347,23243086,0,1505,63
5348,23242549,0,-537,51
5349,23242665,0,116,51
5350,23243127,0,462,58
5351,23242493,0,-634,44
5352,23238975,0,-3518,-27
5353,23237401,0,-1574,-57
5354,23237163,0,-238,-59
5355,23238569,0,1406,-29
5356,23235369,0,-3200,-92
5357,23235753,0,384,-83
5358,23235172,0,-581,-92
5359,23235735,0,563,-79
5360,23238865,0,3130,-15
5361,23238281,0,-584,-25
5362,23241327,0,3046,36
5363,23241738,0,411,43
5364,23242019,0,281,47
5365,23242599,0,580,57
5366,23244601,0,2002,95
5367,23244677,0,76,94
5368,23244505,0,-172,89
5369,23243577,0,-928,69
5370,23243192,0,-385,60
5371,23241861,0,-1331,32
5372,23243428,0,1567,62
5373,23243602,0,174,63
5374,23241881,0,-1721,27
5375,23242547,0,666,39
5376,23243250,0,703,52
5377,23243603,0,353,57
5378,23243468,0,-135,53
5379,23243768,0,300,57
5380,23240851,0,-2917,-3
5381,23240485,0,-366,-9
5382,23242134,0,1649,24
5383,23239529,0,-2605,-29
5384,23238555,0,-974,-47
5385,23238401,0,-154,-49
5386,23239443,0,1042,-28
5387,23239642,0,199,-24
5388,23239394,0,-248,-27
5389,23237656,0,-1738,-60
5390,23237404,0,-252,-63
5391,23236752,0,-652,-74
5392,23238858,0,2106,-30
5393,23241724,0,2866,28
5394,23241744,0,20,27
5395,23242688,0,944,44
5396,23242948,0,260,48
5397,23243035,0,87,48
5398,23242630,0,-405,39
5399,23241619,0,-1011,18
5400,23239884,0,-1735,-17
5401,23240713,0,829,0
5402,23238655,0,-2058,-41
5403,23242141,0,3486,29
5404,23241464,0,-677,15
5405,23241945,0,481,23
5406,23245623,0,3678,95
5407,23248679,0,3056,154
5408,23248800,0,121,152
5409,23248714,0,-86,147
5410,23251468,0,2754,199
5411,23251786,0,318,201
5412,23250399,0,-1387,169
5413,23248653,0,-1746,131
5414,23247295,0,-1358,101
5415,23250516,0,3221,162
5416,23250576,0,60,159
5417,23249965,0,-611,143
5418,23247537,0,-2428,92
5419,23248916,0,1379,117
5420,23250329,0,1413,142
5421,23252853,0,2524,189
5422,23253632,0,779,200
5423,23251068,0,-2564,145
5424,23252626,0,1558,173
5425,23252112,0,-514,159
5426,23251507,0,-605,143
5427,23248620,0,-2887,83
5428,23249310,0,690,94
5429,23249062,0,-248,88
5430,23248758,0,-304,80
5431,23248185,0,-573,67
5432,23244701,0,-3484,-4
5433,23245955,0,1254,22
5434,23246333,0,378,28
5435,23246182,0,-151,24
5436,23246248,0,66,24
5437,23245854,0,-394,16
5438,23242716,0,-3138,-47
5439,23243201,0,485,-37
5440,23240251,0,-2950,-95
5441,23237029,0,-3222,-157
5442,23235973,0,-1056,-174
5443,23235347,0,-626,-182
5444,23235642,0,295,-173
5445,23235221,0,-421,-177
5446,23235710,0,489,-164
5447,23235643,0,-67,-161
5448,23236482,0,839,-141
5449,23235439,0,-1043,-158
5450,23236389,0,950,-135
5451,23236691,0,302,-126
5452,23239518,0,2827,-67
5453,23240471,0,953,-46
5454,23242662,0,2191,-2
5455,23242942,0,280,4
5456,23241958,0,-984,-16
5457,23243675,0,1717,19
5458,23244139,0,464,27
5459,23246881,0,2742,80
5460,23248178,0,1297,103
5461,23248607,0,429,108
5462,23252621,0,4014,185
5463,23249250,0,-3371,114
5464,23249200,0,-50,110
5465,23250583,0,1383,134
5466,23253417,0,2834,187
5467,23249958,0,-3459,114
5468,23247204,0,-2754,56
5469,23247888,0,684,67
5470,23247904,0,16,65
5471,23247003,0,-901,45
5472,23247493,0,490,53
5473,23249413,0,1920,89
5474,23250446,0,1033,107
5475,23254331,0,3885,181
5476,23253683,0,-648,165
5477,23254457,0,774,176
5478,23257487,0,3030,232
5479,23257866,0,379,234
5480,23256787,0,-1079,208
5481,23255123,0,-1664,170
5482,23254560,0,-563,155
5483,23254982,0,422,159
5484,23255039,0,57,156
5485,23254221,0,-818,136
5486,23254145,0,-76,132
5487,23255459,0,1314,155
5488,23255825,0,366,158
5489,23254979,0,-846,138
5490,23253047,0,-1932,97
5491,23251416,0,-1631,63
5492,23255049,0,3633,133
5493,23253184,0,-1865,93
5494,23254247,0,1063,112
5495,23252480,0,-1767,74
5496,23251232,0,-1248,48
5497,23250809,0,-423,39
5498,23250092,0,-717,24
5499,23252053,0,1961,62
5500,23251544,0,-509,50
5501,23252865,0,1321,75
5502,23252018,0,-847,57
5503,23252331,0,313,61
5504,23251593,0,-738,45
5505,23251043,0,-550,33
5506,23253759,0,2716,86
5507,23255180,0,1421,112
5508,23254902,0,-278,104
5509,23252710,0,-2192,58
5510,23252340,0,-370,49
5511,23251738,0,-602,36
5512,23250455,0,-1283,10
5513,23247122,0,-3333,-57
5514,23247076,0,-46,-55
5515,23246903,0,-173,-56
5516,23243481,0,-3422,-122
5517,23241601,0,-1880,-156
5518,23241085,0,-516,-162
5519,23239707,0,-1378,-185
5520,23238692,0,-1015,-201
5521,23240618,0,1926,-158
5522,23241023,0,405,-146
5523,23238557,0,-2466,-192
5524,23239096,0,539,-178
5525,23239450,0,354,-167
5526,23239850,0,400,-155
5527,23236806,0,-3044,-211
5528,23236077,0,-729,-220
5529,23236817,0,740,-201
5530,23239106,0,2289,-151
5531,23240392,0,1286,-122
5532,23239479,0,-913,-137
5533,23240672,0,1193,-111
5534,23239347,0,-1325,-134
5535,23240079,0,732,-117
5536,23242669,0,2590,-63
5537,23243838,0,1169,-38
5538,23243890,0,52,-36
5539,23245112,0,1222,-11
5540,23247777,0,2665,43
5541,23245707,0,-2070,1
5542,23245327,0,-380,-7
5543,23246466,0,1139,16
5544,23244517,0,-1949,-23
5545,23247347,0,2830,34
5546,23248011,0,664,46
5547,23248491,0,480,54
5548,23247213,0,-1278,27
5549,23247490,0,277,31
5550,23246543,0,-947,12
5551,23246913,0,370,18
5552,23245965,0,-948,-1
5553,23245823,0,-142,-2
5554,23246137,0,314,5
5555,23243522,0,-2615,-48
5556,23244344,0,822,-31
5557,23247397,0,3053,31
5558,23248361,0,964,49
5559,23246887,0,-1474,19
5560,23246776,0,-111,16
5561,23248229,0,1453,44
5562,23247709,0,-520,33
5563,23249345,0,1636,64
5564,23245653,0,-3692,-11
5565,23246692,0,1039,10
5566,23247481,0,789,24
5567,23247755,0,274,28
5568,23250138,0,2383,74
5569,23251724,0,1586,103
5570,23251786,0,62,101
5571,23254401,0,2615,150
5572,23252646,0,-1755,112
5573,23253234,0,588,120
5574,23253561,0,327,123
5575,23256955,0,3394,187
5576,23258516,0,1561,214
5577,23255143,0,-3373,142
5578,23251752,0,-3391,72
5579,23251098,0,-654,57
5580,23251295,0,197,58
5581,23252348,0,1053,77
5582,23253119,0,771,90
5583,23253004,0,-115,86
5584,23253594,0,590,95
5585,23251466,0,-2128,51
5586,23251837,0,371,56
5587,23253097,0,1260,79
5588,23254184,0,1087,98
5589,23254092,0,-92,95
5590,23251461,0,-2631,41
5591,23250538,0,-923,22
5592,23250546,0,8,21
5593,23251028,0,482,29
5594,23250014,0,-1014,8
5595,23251999,0,1985,46
5596,23251570,0,-429,37
5597,23250338,0,-1232,12
5598,23251955,0,1617,43
5599,23255264,0,3309,108
5600,23254648,0,-616,93
5601,23257239,0,2591,142
5602,23259160,0,1921,177
5603,23256507,0,-2653,120
5604,23253480,0,-3027,57
5605,23252533,0,-947,37
5606,23254768,0,2235,80
5607,23255292,0,524,88
5608,23255516,0,224,90
5609,23256746,0,1230,112
5610,23260413,0,3667,182
5611,23260231,0,-182,175
5612,23260320,0,89,172
5613,23260456,0,136,170
5614,23260774,0,318,172
5615,23260575,0,-199,165
5616,23260401,0,-174,158
5617,23261977,0,1576,185
5618,23263465,0,1488,210
5619,23260109,0,-3356,138
5620,23259987,0,-122,133
5621,23262599,0,2612,182
5622,23264408,0,1809,214
5623,23263719,0,-689,196
5624,23262939,0,-780,177
5625,23263793,0,854,190
5626,23266801,0,3008,246
5627,23267209,0,408,249
5628,23265471,0,-1738,210
5629,23266824,0,1353,232
5630,23266035,0,-789,212
5631,23267165,0,1130,229
5632,23270421,0,3256,289
5633,23269377,0,-1044,263
5634,23270438,0,1061,278
5635,23269779,0,-659,259
5636,23269511,0,-268,248
5637,23269946,0,435,251
5638,23269308,0,-638,233
5639,23273049,0,3741,302
5640,23275354,0,2305,341
5641,23275422,0,68,335
5642,23276988,0,1566,359
5643,23277447,0,459,360
5644,23278422,0,975,371
5645,23281739,0,3317,429
5646,23281041,0,-698,407
5647,23282514,0,1473,427
5648,23283044,0,530,428
5649,23283164,0,120,421
5650,23283083,0,-81,411
5651,23283367,0,284,407
5652,23286923,0,3556,469
5653,23286926,0,3,459
5654,23287834,0,908,467
5655,23288571,0,737,471
5656,23288766,0,195,464
5657,23288901,0,135,456
5658,23288876,0,-25,446
5659,23289013,0,137,439
5660,23290577,0,1564,461
5661,23290277,0,-300,445
5662,23293321,0,3044,496
5663,23293543,0,222,490
5664,23295624,0,2081,521
5665,23293191,0,-2433,462
5666,23294568,0,1377,479
5667,23291520,0,-3048,409
5668,23288565,0,-2955,341
5669,23286961,0,-1604,302
5670,23290038,0,3077,356
5671,23289590,0,-448,340
5672,23289146,0,-444,325
5673,23286086,0,-3060,257
5674,23286072,0,-14,251
5675,23285663,0,-409,237
5676,23284167,0,-1496,203
5677,23284607,0,440,206
5678,23285260,0,653,214
5679,23285790,0,530,219
5680,23285537,0,-253,209
5681,23285912,0,375,211
5682,23285994,0,82,207
5683,23284505,0,-1489,173
5684,23284657,0,152,172
5685,23281600,0,-3057,107
5686,23281654,0,54,105
5687,23280805,0,-849,86
5688,23279570,0,-1235,60
5689,23280366,0,796,73
5690,23283397,0,3031,131
5691,23283158,0,-239,124
5692,23281137,0,-2021,81
5693,23281331,0,194,82
5694,23285158,0,3827,156
5695,23287561,0,2403,200
5696,23284009,0,-3552,125
5697,23285597,0,1588,153
5698,23287175,0,1578,180
5699,23289192,0,2017,216
5700,23290864,0,1672,244
5701,23291126,0,262,244
5702,23291052,0,-74,238
5703,23291485,0,433,241
5704,23288880,0,-2605,184
5705,23292076,0,3196,243
5706,23289532,0,-2544,188
5707,23289795,0,263,189
5708,23290277,0,482,194
5709,23292355,0,2078,231
5710,23291236,0,-1119,204
5711,23290542,0,-694,186
5712,23292996,0,2454,231
5713,23292847,0,-149,224
5714,23293287,0,440,227
5715,23293254,0,-33,222
5716,23295222,0,1968,256
5717,23297234,0,2012,290
5718,23296954,0,-280,279
5719,23299210,0,2256,318
5720,23296710,0,-2500,261
5721,23299321,0,2611,307
5722,23298999,0,-322,294
5723,23299888,0,889,305
5724,23298576,0,-1312,272
5725,23296915,0,-1661,233
5726,23297284,0,369,235
5727,23297096,0,-188,227
5728,23297621,0,525,232
5729,23297411,0,-210,223
5730,23297752,0,341,224
5731,23298276,0,524,229
5732,23300338,0,2062,265
5733,23304255,0,3917,337
5734,23303385,0,-870,313
5735,23305192,0,1807,342
5736,23302901,0,-2291,290
5737,23302623,0,-278,279
5738,23304686,0,2063,314
5739,23304008,0,-678,294
5740,23302531,0,-1477,259
5741,23303148,0,617,265
5742,23304893,0,1745,293
5743,23305044,0,151,290
5744,23307541,0,2497,333
5745,23307705,0,164,329
5746,23308202,0,497,331
5747,23309651,0,1449,352
5748,23307452,0,-2199,301
5749,23306779,0,-673,281
5750,23304269,0,-2510,225
5751,23301896,0,-2373,173
5752,23299792,0,-2104,127
5753,23299599,0,-193,121
5754,23297499,0,-2100,76
5755,23299549,0,2050,115
5756,23299210,0,-339,106
5757,23301196,0,1986,142
5758,23299481,0,-1715,105
5759,23298940,0,-541,92
5760,23299131,0,191,93
5761,23300712,0,1581,122
5762,23300379,0,-333,113
5763,23299652,0,-727,96
5764,23301514,0,1862,131
5765,23301689,0,175,131
5766,23303194,0,1505,158
5767,23301416,0,-1778,119
5768,23299341,0,-2075,75
5769,23298843,0,-498,64
5770,23300592,0,1749,96
5771,23302278,0,1686,127
5772,23302141,0,-137,122
5773,23300942,0,-1199,96
5774,23301352,0,410,102
5775,23302467,0,1115,121
5776,23305123,0,2656,171
5777,23304191,0,-932,149
5778,23302391,0,-1800,110
5779,23305648,0,3257,172
5780,23304215,0,-1433,140
5781,23303901,0,-314,131
5782,23304003,0,102,130
5783,23300871,0,-3132,65
5784,23302268,0,1397,90
5785,23302531,0,263,93
5786,23300910,0,-1621,59
5787,23303518,0,2608,109
5788,23303289,0,-229,102
5789,23303371,0,82,100
5790,23304706,0,1335,124
5791,23307314,0,2608,173
5792,23305641,0,-1673,136
5793,23303518,0,-2123,91
5794,23303701,0,183,92
5795,23307311,0,3610,162
5796,23308089,0,778,173
5797,23304708,0,-3381,102
5798,23308189,0,3481,168
5799,23308434,0,245,168
5800,23311084,0,2650,217
5801,23310765,0,-319,206
5802,23310951,0,186,204
5803,23312845,0,1894,236
5804,23312562,0,-283,226
5805,23313771,0,1209,245
5806,23313843,0,72,241
5807,23316583,0,2740,290
5808,23315082,0,-1501,254
5809,23314122,0,-960,229
5810,23313753,0,-369,217
5811,23314018,0,265,217
5812,23315410,0,1392,239
5813,23316850,0,1440,262
5814,23317478,0,628,268
5815,23318992,0,1514,292
5816,23319864,0,872,303
5817,23321079,0,1215,320
5818,23320758,0,-321,307
5819,23320412,0,-346,294
5820,23316893,0,-3519,218
5821,23315438,0,-1455,184
5822,23314238,0,-1200,156
5823,23314781,0,543,162
5824,23315650,0,869,175
5825,23315852,0,202,175
5826,23317809,0,1957,210
5827,23318375,0,566,216
5828,23319254,0,879,228
5829,23318785,0,-469,214
5830,23317464,0,-1321,183
5831,23317901,0,437,187
5832,23317942,0,41,183
5833,23315092,0,-2850,122
5834,23313834,0,-1258,94
5835,23317721,0,3887,169
5836,23317848,0,127,167
5837,23321561,0,3713,237
5838,23322271,0,710,246
5839,23323742,0,1471,270
5840,23322725,0,-1017,244
5841,23322226,0,-499,230
5842,23323079,0,853,242
5843,23326292,0,3213,301
5844,23324428,0,-1864,257
5845,23323873,0,-555,240
5846,23324327,0,454,244
5847,23327621,0,3294,304
5848,23325738,0,-1883,260
5849,23322448,0,-3290,189
5850,23322419,0,-29,185
5851,23323721,0,1302,207
5852,23326468,0,2747,256
5853,23326708,0,240,254
5854,23330284,0,3576,319
5855,23329761,0,-523,302
5856,23330017,0,256,300
5857,23330148,0,131,296
5858,23330066,0,-82,289
5859,23330550,0,484,292
5860,23329863,0,-687,273
5861,23327616,0,-2247,223
5862,23328460,0,844,234
5863,23326761,0,-1699,196
5864,23326507,0,-254,187
5865,23327487,0,980,202
5866,23327345,0,-142,195
5867,23327391,0,46,191
5868,23325918,0,-1473,158
5869,23329821,0,3903,232
5870,23328487,0,-1334,201
5871,23328629,0,142,198
5872,23328800,0,171,197
5873,23328369,0,-431,185
5874,23332152,0,3783,256
5875,23330643,0,-1509,220
5876,23327088,0,-3555,144
5877,23327604,0,516,151
5878,23328656,0,1052,168
5879,23331733,0,3077,225
5880,23331338,0,-395,213
5881,23330889,0,-449,200
5882,23328397,0,-2492,147
5883,23331445,0,3048,204
5884,23332068,0,623,211
5885,23332168,0,100,208
5886,23330824,0,-1344,177
5887,23330352,0,-472,164
5888,23329305,0,-1047,140
5889,23329734,0,429,145
5890,23330077,0,343,148
5891,23330702,0,625,157
5892,23331087,0,385,160
5893,23329596,0,-1491,127
5894,23332142,0,2546,174
5895,23331021,0,-1121,148
5896,23330885,0,-136,143
5897,23327995,0,-2890,83
5898,23329126,0,1131,103
5899,23326290,0,-2836,44
5900,23327871,0,1581,74
5901,23328142,0,271,77
5902,23328874,0,732,89
5903,23328623,0,-251,82
5904,23327849,0,-774,65
5905,23326387,0,-1462,34
5906,23325435,0,-952,14
5907,23326320,0,885,30
5908,23324066,0,-2254,-16
5909,23324065,0,-1,-15
5910,23323506,0,-559,-25
5911,23323174,0,-332,-30
5912,23322571,0,-603,-41
5913,23322694,0,123,-38
5914,23320669,0,-2025,-77
5915,23319363,0,-1306,-101
5916,23319785,0,422,-90
5917,23320099,0,314,-82
5918,23318132,0,-1967,-119
5919,23319230,0,1098,-95
5920,23319595,0,365,-86
5921,23318873,0,-722,-98
5922,23315534,0,-3339,-162
5923,23315497,0,-37,-158
5924,23315810,0,313,-148
5925,23315538,0,-272,-150
5926,23316752,0,1214,-123
5927,23316936,0,184,-117
5928,23316281,0,-655,-127
5929,23316709,0,428,-116
5930,23317801,0,1092,-92
5931,23318105,0,304,-84
5932,23321368,0,3263,-17
5933,23321034,0,-334,-22
5934,23317891,0,-3143,-83
5935,23317978,0,87,-80
5936,23318810,0,832,-62
5937,23315805,0,-3005,-120
5938,23317216,0,1411,-89
5939,23316202,0,-1014,-107
5940,23318973,0,2771,-49
5941,23315953,0,-3020,-108
5942,23316308,0,355,-98
5943,23312765,0,-3543,-166
5944,23312826,0,61,-161
5945,23312205,0,-621,-169
5946,23312971,0,766,-150
5947,23312603,0,-368,-154
5948,23313197,0,594,-139
5949,23311892,0,-1305,-162
5950,23313290,0,1398,-131
5951,23311335,0,-1955,-167
5952,23311702,0,367,-156
5953,23311517,0,-185,-155
5954,23310285,0,-1232,-175
5955,23311757,0,1472,-142
5956,23311960,0,203,-135
5957,23311745,0,-215,-136
5958,23310346,0,-1399,-160
5959,23308019,0,-2327,-202
5960,23308813,0,794,-182
5961,23311395,0,2582,-127
5962,23310181,0,-1214,-148
5963,23308044,0,-2137,-187
5964,23309303,0,1259,-158
5965,23310620,0,1317,-128
5966,23311832,0,1212,-101
5967,23311921,0,89,-97
5968,23311957,0,36,-95
5969,23315890,0,3933,-15
5970,23316994,0,1104,8
5971,23320558,0,3564,78
5972,23320100,0,-458,67
5973,23321006,0,906,83
5974,23321250,0,244,85
5975,23322655,0,1405,111
5976,23322924,0,269,113
5977,23323339,0,415,118
5978,23322253,0,-1086,94
5979,23322619,0,366,99
5980,23324238,0,1619,129
5981,23322455,0,-1783,91
5982,23324683,0,2228,133
5983,23326855,0,2172,173
5984,23327461,0,606,181
5985,23326792,0,-669,164
5986,23328305,0,1513,190
5987,23327740,0,-565,175
5988,23328690,0,950,190
5989,23330108,0,1418,214
5990,23332785,0,2677,262
5991,23329823,0,-2962,197
5992,23331289,0,1466,222
5993,23330398,0,-891,200
5994,23330020,0,-378,189
5995,23329275,0,-745,171
5996,23328820,0,-455,158
5997,23329402,0,582,165
5998,23329667,0,265,166
5999,23333381,0,3714,236
6000,23333568,0,187,234
6001,23333955,0,387,236
6002,23334652,0,697,244
6003,23335698,0,1046,259
6004,23334584,0,-1114,231
6005,23334651,0,67,227
6006,23332277,0,-2374,175
6007,23330379,0,-1898,134
6008,23331635,0,1256,156
6009,23330695,0,-940,134
6010,23331307,0,612,143
6011,23332656,0,1349,166
6012,23332402,0,-254,157
6013,23333354,0,952,172
6014,23334443,0,1089,189
6015,23335936,0,1493,214
6016,23335511,0,-425,201
6017,23334361,0,-1150,173
6018,23333982,0,-379,162
6019,23334380,0,398,165
6020,23334864,0,484,170
6021,23334070,0,-794,151
6022,23333087,0,-983,128
6023,23333346,0,259,130
6024,23331717,0,-1629,95
6025,23331848,0,131,95
6026,23331586,0,-262,88
6027,23332546,0,960,105
6028,23331636,0,-910,84
6029,23334241,0,2605,134
6030,23334652,0,411,139
6031,23334833,0,181,139
6032,23334841,0,8,136
6033,23334230,0,-611,121
6034,23334583,0,353,125
6035,23335539,0,956,141
6036,23334066,0,-1473,109
6037,23334087,0,21,106
6038,23334373,0,286,108
6039,23334090,0,-283,100
6040,23335029,0,939,116
6041,23332685,0,-2344,67
6042,23334619,0,1934,103
6043,23334090,0,-529,90
6044,23334042,0,-48,88
6045,23334802,0,760,101
6046,23332653,0,-2149,56
6047,23335437,0,2784,109
6048,23337068,0,1631,138
6049,23336274,0,-794,120
6050,23339595,0,3321,183
6051,23340107,0,512,189
6052,23340158,0,51,186
6053,23340654,0,496,191
6054,23340960,0,306,193
6055,23337581,0,-3379,122
6056,23339281,0,1700,153
6057,23340094,0,813,165
6058,23340319,0,225,165
6059,23340687,0,368,168
6060,23340650,0,-37,164
6061,23340602,0,-48,160
6062,23339273,0,-1329,130
6063,23335636,0,-3637,55
6064,23336795,0,1159,76
6065,23336991,0,196,77
6066,23336400,0,-591,64
6067,23336861,0,461,71
6068,23337680,0,819,85
6069,23336899,0,-781,68
6070,23337367,0,468,75
6071,23337586,0,219,77
6072,23336246,0,-1340,49
6073,23335893,0,-353,41
6074,23335673,0,-220,36
6075,23337188,0,1515,65
6076,23336092,0,-1096,42
6077,23336738,0,646,53
6078,23340327,0,3589,122
6079,23340396,0,69,120
6080,23340133,0,-263,112
6081,23340259,0,126,111
6082,23340647,0,388,115
6083,23340275,0,-372,105
6084,23338150,0,-2125,60
6085,23338721,0,571,69
6086,23340297,0,1576,98
6087,23341826,0,1529,126
6088,23338836,0,-2990,64
6089,23338648,0,-188,59
6090,23339593,0,945,75
6091,23340350,0,757,88
6092,23340618,0,268,91
6093,23341680,0,1062,110
6094,23342313,0,633,119
6095,23343174,0,861,133
6096,23341538,0,-1636,98
6097,23342768,0,1230,120
6098,23345076,0,2308,163
6099,23345212,0,136,161
6100,23348608,0,3396,224
6101,23349528,0,920,237
6102,23349036,0,-492,223
6103,23345764,0,-3272,153
6104,23344957,0,-807,133
6105,23345268,0,311,136
6106,23347245,0,1977,172
6107,23347162,0,-83,167
6108,23346911,0,-251,158
6109,23346577,0,-334,148
6110,23345756,0,-821,129
6111,23346810,0,1054,147
6112,23347429,0,619,156
6113,23346113,0,-1316,126
6114,23345787,0,-326,117
6115,23349335,0,3548,184
6116,23350748,0,1413,208
6117,23350651,0,-97,202
6118,23348942,0,-1709,163
6119,23349675,0,733,173
6120,23348095,0,-1580,138
6121,23349048,0,953,154
6122,23347002,0,-2046,110
6123,23346685,0,-317,101
6124,23346826,0,141,100
6125,23345472,0,-1354,71
6126,23345725,0,253,74
6127,23348351,0,2626,124
6128,23349010,0,659,134
6129,23348840,0,-170,128
6130,23349342,0,502,135
6131,23348101,0,-1241,108
6132,23346090,0,-2011,65
6133,23349892,0,3802,139
6134,23351605,0,1713,170
6135,23350717,0,-888,149
6136,23350680,0,-37,146
6137,23351593,0,913,161
6138,23354045,0,2452,206
6139,23354322,0,277,206
6140,23352296,0,-2026,161
6141,23349913,0,-2383,110
6142,23351810,0,1897,144
6143,23351671,0,-139,139
6144,23351385,0,-286,131
6145,23350699,0,-686,115
6146,23353442,0,2743,166
6147,23353520,0,78,163
6148,23355901,0,2381,206
6149,23352605,0,-3296,136
6150,23352334,0,-271,128
6151,23351971,0,-363,118
6152,23351779,0,-192,112
6153,23348413,0,-3366,42
6154,23348971,0,558,52
6155,23348664,0,-307,44
6156,23350961,0,2297,88
6157,23353105,0,2144,128
6158,23353143,0,38,125
6159,23350181,0,-2962,63
6160,23350626,0,445,69
6161,23349141,0,-1485,38
6162,23349383,0,242,41
6163,23349655,0,272,45
6164,23349770,0,115,46
6165,23349933,0,163,48
6166,23350764,0,831,63
6167,23350630,0,-134,59
6168,23347504,0,-3126,-5
6169,23345032,0,-2472,-53
6170,23346368,0,1336,-25
6171,23350041,0,3673,49
6172,23348502,0,-1539,18
6173,23348123,0,-379,10
6174,23348155,0,32,9
6175,23351370,0,3215,72
6176,23350700,0,-670,57
