Time (s),SEF,HTR,BW0,BW1,MET,MAP,MAR,GAR,GAT,GEO,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
213,,,,,,,,,,,,992.37,-0.02,37.4,0,3.42,1,11,-76.8614,39.6028,221.37,20230528,13:34:54,0.01,-0.08,0.11,119
214,,,,,,,,,,,,992.26,-0.02,37.4,0,3.42,1,11,-76.8614,39.6028,221.44,20230528,13:34:55,0.03,-0.01,0.1,119
215,,,,,,,,,,,,992.07,-0.03,37.4,0,3.42,1,11,-76.8614,39.6028,221.17,20230528,13:34:56,0.08,0.34,0.11,119
216,,,,,,,,,,,,992.2,-0.02,37.4,0,3.42,1,11,-76.8614,39.6028,220.6,20230528,13:34:57,0.11,0.2,0.11,119
217,,,,,,,,,,,,992.01,-0.03,37.4,0,3.42,1,11,-76.86139,39.60281,220.6,20230528,13:34:58,0.12,-0.21,0.1,119
218,,,,,,,,,,,,992.19,-0.02,37.4,0,3.42,1,11,-76.86139,39.60281,220.23,20230528,13:34:59,0.08,-0.37,0.09,119
219,,,,,,,,,,,,992.27,-0.02,37.3,0,3.42,1,11,-76.86139,39.60281,219.86,20230528,13:35:00,0.09,-0.31,0.08,119
220,,,,,,,,,,,,992.2,-0.02,37.4,0,3.42,1,11,-76.86139,39.60281,219.83,20230528,13:35:01,0.07,-0.2,0.07,119
221,,,,,,,,,,,,992.11,-0.02,37.4,0,3.4,1,11,-76.86139,39.60281,219.69,20230528,13:35:02,0.05,-0.08,0.07,119
222,,,,,,,,,,,,992.1,-0.02,37.3,0,3.4,1,11,-76.86139,39.60281,219.19,20230528,13:35:03,0.08,-0.03,0.06,119
223,,,,,,,,,,,,992.19,-0.02,37.3,0,3.4,1,11,-76.86139,39.60281,219.03,20230528,13:35:04,0.05,0.05,0.06,119
224,,,,,,,,,,,,992.19,-0.02,37.3,0,3.4,1,11,-76.86139,39.60281,218.92,20230528,13:35:05,0.06,0.01,0.06,119
225,,,,,,,,,,,,992.36,-0.01,37.3,0,3.4,1,11,-76.86139,39.60281,219.02,20230528,13:35:06,0.06,0.29,0.07,119
226,,,,,,,,,,,,992.23,-0.02,37.3,0,3.4,1,10,-76.86138,39.60281,219.03,20230528,13:35:07,0.07,0.37,0.08,119
227,,,,,,,,,,,,992.39,-0.01,37.3,0,3.4,1,10,-76.86138,39.60281,219.16,20230528,13:35:08,0.11,0.14,0.08,119
228,,,,,,,,,,,,992.15,-0.02,37.3,0,3.4,1,12,-76.86138,39.60281,218.61,20230528,13:35:09,0.05,-0.17,0.07,119
229,,,,,,,,,,,,992.25,-0.01,37.3,0,3.4,1,12,-76.86139,39.60281,218.32,20230528,13:35:10,0.04,-0.13,0.07,119
230,,,,,,,,,,,,992.03,-0.02,37.3,0,3.4,1,12,-76.86139,39.60281,217.59,20230528,13:35:11,0.2,-0.08,0.06,119
231,,,,,,,,,,,,992.1,-0.02,37.3,0,3.41,1,12,-76.86139,39.60282,217.98,20230528,13:35:12,0.1,0.14,0.06,119
232,,,,,,,,,,,,992.23,-0.01,37.3,0,3.41,1,12,-76.86139,39.60282,218.48,20230528,13:35:13,0.22,0.13,0.07,119
233,,,,,,,,,,,,992.3,-0.01,37.3,0,3.41,1,12,-76.86139,39.60281,218.79,20230528,13:35:14,0.15,0.24,0.07,119
234,,,,,,,,,,,,992.1,-0.02,37.3,0,3.41,1,12,-76.86139,39.60282,218.85,20230528,13:35:15,0.06,0.21,0.08,119
235,,,,,,,,,,,,992.09,-0.02,37.3,0,3.41,1,12,-76.86138,39.60282,218.24,20230528,13:35:16,0.05,0.4,0.08,119
236,,,,,,,,,,,,992.32,-0.01,37.3,0,3.41,1,12,-76.86138,39.60282,218.88,20230528,13:35:17,0.14,0.16,0.09,119
237,,,,,,,,,,,,992.12,-0.01,37.3,0,3.41,1,12,-76.86138,39.60281,219.26,20230528,13:35:18,0.12,0.07,0.09,119
238,,,,,,,,,,,,992.22,-0.01,37.3,0,3.41,1,12,-76.86138,39.60281,219.5,20230528,13:35:19,0.08,0.1,0.09,119
239,,,,,,,,,,,,992.32,-0.01,37.3,0,3.41,1,12,-76.86138,39.60281,219.56,20230528,13:35:20,0.07,0.14,0.09,119
240,,,,,,,,,,,,992.27,-0.01,37.3,0,3.41,1,12,-76.86139,39.60281,219.91,20230528,13:35:21,0.06,0.22,0.09,119
241,,,,,,,,,,,,992.29,-0.01,37.3,0,3.4,1,11,-76.86138,39.60282,219.89,20230528,13:35:22,0.02,0.19,0.09,119
242,,,,,,,,,,,,992.13,-0.01,37.2,0,3.4,1,11,-76.86138,39.60282,219.55,20230528,13:35:23,0.01,0.17,0.1,119
243,,,,,,,,,,,,992.41,0,37.2,0,3.4,1,11,-76.86138,39.60282,219.53,20230528,13:35:24,0.03,0.14,0.1,119
244,,,,,,,,,,,,992.17,-0.01,37.2,0,3.4,1,12,-76.86138,39.60282,219.89,20230528,13:35:25,0.05,0.22,0.1,119
245,,,,,,,,,,,,992.32,-0.01,37.3,0,3.4,1,12,-76.86138,39.60282,220.02,20230528,13:35:26,0.06,0.44,0.11,119
246,,,,,,,,,,,,992.18,-0.01,37.2,0,3.4,1,12,-76.86138,39.60282,220.5,20230528,13:35:27,0.07,0.25,0.12,119
247,,,,,,,,,,,,992.24,-0.01,37.2,0,3.4,1,12,-76.86138,39.60282,221.15,20230528,13:35:28,0.05,0.01,0.11,119
248,,,,,,,,,,,,992.07,-0.01,37.2,0,3.4,1,12,-76.86138,39.60281,221.7,20230528,13:35:29,0.05,-0.05,0.11,119
249,,,,,,,,,,,,992.23,-0.01,37.2,0,3.4,1,12,-76.86138,39.60281,222.38,20230528,13:35:30,0.08,0.09,0.11,119
250,,,,,,,,,,,,992.04,-0.01,37.2,0,3.4,1,13,-76.86138,39.60281,223.33,20230528,13:35:31,0.07,0.1,0.11,119
251,,,,,,,,,,,,991.97,-0.02,37.2,0,3.4,1,13,-76.86138,39.6028,224.37,20230528,13:35:32,0.02,0.11,0.11,119
252,,,,,,,,,,,,992.46,0,37.2,0,3.4,1,13,-76.86138,39.6028,225.42,20230528,13:35:33,0.05,0.09,0.11,119
253,,,,,,,,,,,,992.19,-0.01,37.2,0,3.4,1,13,-76.86138,39.6028,226.25,20230528,13:35:34,0.06,0.09,0.1,119
254,,,,,,,,,,,,992.23,-0.01,37.2,0,3.4,1,13,-76.86138,39.6028,227.02,20230528,13:35:35,0.06,0.09,0.1,119
255,,,,,,,,,,,,992.41,0,37.1,0,3.4,1,13,-76.86139,39.6028,227.52,20230528,13:35:36,0.06,0.18,0.11,119
256,,,,,,,,,,,,992.05,-0.01,37.1,0,3.4,1,13,-76.86139,39.6028,227.93,20230528,13:35:37,0.07,0.22,0.11,119
257,,,,,,,,,,,,992.37,0,37.1,0,3.4,1,13,-76.86139,39.6028,228.4,20230528,13:35:38,0.03,-0.04,0.11,119
258,,,,,,,,,,,,992.21,-0.01,37.1,0,3.4,1,13,-76.86139,39.6028,228.74,20230528,13:35:39,0.03,-0.1,0.1,119
259,,,,,,,,,,,,992.35,0,37.1,0,3.4,1,13,-76.86139,39.6028,229.09,20230528,13:35:40,0.04,0.01,0.1,119
260,,,,,,,,,,,,992.04,-0.01,37.1,0,3.4,1,13,-76.86139,39.6028,229.41,20230528,13:35:41,0.05,0.08,0.1,119
261,,,,,,,,,,,,992.16,-0.01,37.1,0,3.39,1,13,-76.86139,39.60279,229.73,20230528,13:35:42,0.02,0.12,0.1,119
262,,,,,,,,,,,,992.26,0,37.1,0,3.39,1,13,-76.86139,39.60279,229.98,20230528,13:35:43,0.03,0.14,0.1,119
263,,,,,,,,,,,,992.15,-0.01,37.1,0,3.39,1,13,-76.86139,39.60279,230.14,20230528,13:35:44,0.04,0.1,0.1,119
264,,,,,,,,,,,,992.23,0,37.1,0,3.39,1,13,-76.86139,39.60279,230.24,20230528,13:35:45,0.03,0.04,0.1,119
265,,,,,,,,,,,,992.12,-0.01,37.1,0,3.39,1,13,-76.86139,39.60279,230.2,20230528,13:35:46,0.16,0.28,0.1,119
266,,,,,,,,,,,,992.2,-0.01,37.1,0,3.39,1,13,-76.86139,39.60279,230.24,20230528,13:35:47,0.04,0.17,0.1,119
267,,,,,,,,,,,,992.32,0,37.1,0,3.39,1,13,-76.86139,39.60279,230.02,20230528,13:35:48,0.05,-0.05,0.1,119
268,,,,,,,,,,,,992.25,0,37.1,0,3.39,1,13,-76.86139,39.60279,229.66,20230528,13:35:49,0.01,0.03,0.1,119
269,,,,,,,,,,,,992.21,0,37,0,3.39,1,13,-76.86138,39.60279,229.17,20230528,13:35:50,0.04,0.03,0.09,119
270,,,,,,,,,,,,992.16,-0.01,37,0,3.39,1,13,-76.86138,39.6028,228.82,20230528,13:35:51,0.05,0.08,0.09,119
271,,,,,,,,,,,,992.24,0,37,0,3.37,1,13,-76.86138,39.6028,228.22,20230528,13:35:52,0.13,0.01,0.09,119
272,,,,,,,,,,,,992.17,-0.01,37,0,3.37,1,13,-76.86138,39.6028,227.86,20230528,13:35:53,0.04,0.03,0.09,119
273,,,,,,,,,,,,992.09,-0.01,37,0,3.37,1,13,-76.86138,39.6028,227.41,20230528,13:35:54,0.06,-0.05,0.09,119
274,,,,,,,,,,,,992.16,-0.01,37,0,3.37,1,13,-76.86138,39.6028,227.08,20230528,13:35:55,0.04,0.04,0.08,119
275,,,,,,,,,,,,992.26,0,37,0,3.37,1,13,-76.86138,39.6028,226.68,20230528,13:35:56,0.09,0.17,0.09,119
276,,,,,,,,,,,,992.18,0,37,0,3.37,1,13,-76.86138,39.6028,226.37,20230528,13:35:57,0.01,0.05,0.09,119
277,,,,,,,,,,,,992.1,-0.01,37,0,3.37,1,13,-76.86138,39.6028,226,20230528,13:35:58,0.05,-0.17,0.08,119
278,,,,,,,,,,,,992,-0.01,37,0,3.37,1,13,-76.86138,39.6028,225.78,20230528,13:35:59,0.04,-0.18,0.07,119
279,,,,,,,,,,,,992.27,0,37,0,3.37,1,13,-76.86138,39.6028,225.68,20230528,13:36:00,0.04,-0.06,0.07,119
280,,,,,,,,,,,,992.42,0,37,0,3.37,1,13,-76.86138,39.6028,225.57,20230528,13:36:01,0.08,0,0.06,119
281,,,,,,,,,,,,992.21,0,37,0,3.37,3,13,-76.86138,39.60281,225.39,20230528,13:36:02,0.05,0.1,0.07,119
282,,,,,,,,,,,,992.23,0,37,0,3.37,3,13,-76.86138,39.60281,225.15,20230528,13:36:03,0.04,0.08,0.07,119
283,,,,,,,,,,,,992.42,0,37,0,3.37,3,13,-76.86138,39.60281,224.8,20230528,13:36:04,0.07,0.01,0.06,119
284,,,,,,,,,,,,992.24,0,37,0,3.37,3,13,-76.86138,39.60281,224.55,20230528,13:36:05,0.03,0.06,0.06,119
285,,,,,,,,,,,,992.16,0,36.9,0,3.37,3,12,-76.86138,39.60281,224.39,20230528,13:36:06,0.05,0.1,0.06,119
286,,,,,,,,,,,,992.18,0,36.9,0,3.37,3,12,-76.86138,39.60281,224.41,20230528,13:36:07,0.04,0.23,0.07,119
287,,,,,,,,,,,,992.24,0,36.9,0,3.37,3,13,-76.86138,39.60281,224.38,20230528,13:36:08,0.04,-0.02,0.07,119
288,,,,,,,,,,,,992.2,0,36.9,0,3.37,3,13,-76.86137,39.60281,224.19,20230528,13:36:09,0.11,-0.18,0.06,119
289,,,,,,,,,,,,992.03,-0.01,36.9,0,3.37,3,13,-76.86138,39.60281,223.74,20230528,13:36:10,0.18,-0.27,0.05,119
290,,,,,,,,,,,,992.24,0,36.9,0,3.37,3,13,-76.86138,39.60281,223.57,20230528,13:36:11,0.05,-0.14,0.04,119
291,,,,,,,,,,,,992.22,0,36.9,0,3.37,3,13,-76.86138,39.60281,223.64,20230528,13:36:12,0.1,0.08,0.04,119
292,,,,,,,,,,,,992.04,-0.01,36.9,0,3.37,3,13,-76.86138,39.60281,223.7,20230528,13:36:13,0.23,-0.02,0.04,119
293,,,,,,,,,,,,992.21,0,36.9,0,3.37,3,13,-76.86138,39.60281,223.4,20230528,13:36:14,0.09,0.09,0.04,119
294,,,,,,,,,,,,992.27,0,36.8,0,3.37,3,13,-76.86138,39.60281,223.31,20230528,13:36:15,0.07,0.01,0.04,119
295,,,,,,,,,,,,992.09,-0.01,36.9,0,3.37,3,13,-76.86138,39.60282,223.13,20230528,13:36:16,0.62,0.18,0.05,69
296,,,,,,,,,,,,992.2,0,36.8,0,3.37,3,12,-76.86138,39.60282,222.72,20230528,13:36:17,0.09,0.1,0.05,69
297,,,,,,,,,,,,992.28,0,36.8,0,3.37,3,12,-76.86138,39.60282,222.58,20230528,13:36:18,0.08,-0.19,0.04,69
298,,,,,,,,,,,,992.18,0,36.8,0,3.37,3,13,-76.86137,39.60282,222.25,20230528,13:36:19,0.02,-0.05,0.04,69
299,,,,,,,,,,,,992.23,0,36.8,0,3.37,3,12,-76.86137,39.60281,221.55,20230528,13:36:20,0.05,0,0.04,69
300,,,,,,,,,,,,992.21,0,36.8,0,3.37,3,13,-76.86137,39.60281,221.19,20230528,13:36:21,0.04,0.19,0.04,69
301,,,,,,,,,,,,992.33,0,36.8,0,3.37,3,13,-76.86137,39.60281,220.69,20230528,13:36:22,0.21,-0.23,0.03,69
302,,,,,,,,,,,,992.26,0,36.8,0,3.37,3,13,-76.86137,39.60281,220.6,20230528,13:36:23,0.08,-0.08,0.03,69
303,,,,,,,,,,,,992.18,0,36.8,0,3.37,3,13,-76.86137,39.60281,220.18,20230528,13:36:24,0.12,-0.02,0.03,69
304,,,,,,,,,,,,992.23,0,36.8,0,3.37,3,13,-76.86137,39.60281,219.73,20230528,13:36:25,0.5,0.16,0.03,120
305,,,,,,,,,,,,992.3,0,36.8,0,3.37,3,13,-76.86137,39.6028,220.04,20230528,13:36:26,0.07,0.13,0.04,120
306,,,,,,,,,,,,992.46,0.01,36.8,0,3.37,3,13,-76.86137,39.6028,220.03,20230528,13:36:27,0.1,0.14,0.04,120
307,,,,,,,,,,,,992.25,0,36.7,0,3.37,3,13,-76.86137,39.6028,220.07,20230528,13:36:28,0.03,-0.15,0.03,120
308,,,,,,,,,,,,992.4,0,36.7,0,3.37,3,13,-76.86137,39.6028,219.87,20230528,13:36:29,0.06,-0.11,0.03,120
309,,,,,,,,,,,,992.27,0,36.7,0,3.37,3,13,-76.86137,39.6028,219.74,20230528,13:36:30,0.11,-0.08,0.03,120
310,,,,,,,,,,,,992.17,0,36.7,0,3.37,3,13,-76.86137,39.6028,219.82,20230528,13:36:31,0.04,0.05,0.03,120
311,,,,,,,,,,,,992.2,0,36.7,0,3.36,3,13,-76.86137,39.6028,219.67,20230528,13:36:32,0.03,0.05,0.03,120
312,,,,,,,,,,,,992.18,0,36.7,0,3.36,3,13,-76.86137,39.6028,219.55,20230528,13:36:33,0.05,0.06,0.03,120
313,,,,,,,,,,,,992.09,-0.01,36.7,0,3.36,3,13,-76.86137,39.6028,219.43,20230528,13:36:34,0.02,0.04,0.03,120
314,,,,,,,,,,,,992.04,-0.01,36.7,0,3.36,3,13,-76.86137,39.6028,219.33,20230528,13:36:35,0.04,0.08,0.03,120
315,,,,,,,,,,,,992.35,0,36.7,0,3.36,3,13,-76.86137,39.6028,219.31,20230528,13:36:36,0.02,0.12,0.03,120
316,,,,,,,,,,,,992.54,0.01,36.7,0,3.36,3,13,-76.86137,39.6028,219.38,20230528,13:36:37,0,0.22,0.04,120
317,,,,,,,,,,,,992.09,-0.01,36.7,0,3.36,3,13,-76.86137,39.6028,219.48,20230528,13:36:38,0.01,0.05,0.04,120
318,,,,,,,,,,,,992.24,0,36.7,0,3.36,3,13,-76.86137,39.6028,219.65,20230528,13:36:39,0.03,-0.02,0.04,120
319,,,,,,,,,,,,992.26,0,36.7,0,3.36,3,13,-76.86137,39.6028,219.68,20230528,13:36:40,0,-0.05,0.03,120
320,,,,,,,,,,,,991.95,-0.01,36.7,0,3.36,3,13,-76.86136,39.6028,219.71,20230528,13:36:41,0.04,0.03,0.03,120
321,,,,,,,,,,,,992.31,0,36.7,0,3.34,3,13,-76.86136,39.6028,219.62,20230528,13:36:42,0.02,-0.03,0.03,120
322,,,,,,,,,,,,992.35,0,36.7,0,3.34,3,13,-76.86136,39.6028,219.52,20230528,13:36:43,0.18,0.02,0.03,120
323,,,,,,,,,,,,992.16,0,36.7,0,3.34,3,13,-76.86136,39.6028,219.64,20230528,13:36:44,0.03,0.07,0.03,120
324,,,,,,,,,,,,991.95,-0.01,36.7,0,3.34,3,13,-76.86136,39.6028,219.74,20230528,13:36:45,0.03,0.08,0.03,120
325,,,,,,,,,,,,992.29,0,36.7,0,3.34,3,13,-76.86136,39.6028,219.79,20230528,13:36:46,0.05,0.26,0.04,120
326,,,,,,,,,,,,992.24,0,36.6,0,3.34,3,13,-76.86136,39.6028,219.86,20230528,13:36:47,0.07,0.2,0.05,120
327,,,,,,,,,,,,992.51,0.01,36.7,0,3.34,3,13,-76.86136,39.6028,220.02,20230528,13:36:48,0.06,0.01,0.04,120
328,,,,,,,,,,,,992.21,0,36.6,0,3.34,3,13,-76.86136,39.6028,219.92,20230528,13:36:49,0.09,0.07,0.05,120
329,,,,,,,,,,,,992.2,0,36.6,0,3.34,3,13,-76.86136,39.6028,219.98,20230528,13:36:50,0.04,0.08,0.05,120
330,,,,,,,,,,,,992.13,0,36.6,0,3.34,3,13,-76.86136,39.6028,220,20230528,13:36:51,0.04,0.09,0.05,120
331,,,,,,,,,,,,992.34,0,36.6,0,3.35,3,13,-76.86136,39.6028,219.94,20230528,13:36:52,0.07,0.09,0.05,120
332,,,,,,,,,,,,992.15,0,36.6,0,3.35,3,13,-76.86136,39.6028,219.83,20230528,13:36:53,0.05,0.12,0.05,120
333,,,,,,,,,,,,992.3,0,36.6,0,3.35,3,13,-76.86136,39.6028,219.66,20230528,13:36:54,0.02,0.03,0.05,120
334,,,,,,,,,,,,992.09,0,36.6,0,3.35,3,13,-76.86136,39.60281,219.52,20230528,13:36:55,0.03,0.05,0.05,120
335,,,,,,,,,,,,992.12,0,36.6,0,3.35,3,13,-76.86136,39.60281,219.52,20230528,13:36:56,0.02,0.16,0.05,120
336,,,,,,,,,,,,992.25,0,36.6,0,3.35,3,13,-76.86136,39.60281,219.4,20230528,13:36:57,0.03,0.21,0.06,120
337,,,,,,,,,,,,992.29,0,36.6,0,3.35,3,13,-76.86136,39.60281,219.43,20230528,13:36:58,0.03,0.04,0.06,120
338,,,,,,,,,,,,992.17,0,36.6,0,3.35,3,13,-76.86136,39.60281,219.27,20230528,13:36:59,0.02,-0.01,0.05,120
339,,,,,,,,,,,,992.17,0,36.5,0,3.35,3,13,-76.86136,39.60281,219.18,20230528,13:37:00,0.04,0,0.05,120
340,,,,,,,,,,,,992.31,0,36.5,0,3.35,3,13,-76.86136,39.60281,218.99,20230528,13:37:01,0.05,-0.01,0.05,120
341,,,,,,,,,,,,992.22,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.76,20230528,13:37:02,0.04,0.01,0.05,120
342,,,,,,,,,,,,992.16,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.69,20230528,13:37:03,0.01,0.03,0.05,120
343,,,,,,,,,,,,992.2,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.58,20230528,13:37:04,0.03,0.02,0.05,120
344,,,,,,,,,,,,992.23,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.47,20230528,13:37:05,0.03,0.03,0.05,120
345,,,,,,,,,,,,992.22,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.57,20230528,13:37:06,0.02,0.11,0.05,120
346,,,,,,,,,,,,992.17,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.63,20230528,13:37:07,0.07,0.3,0.06,120
347,,,,,,,,,,,,992.2,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.74,20230528,13:37:08,0,0.08,0.06,120
348,,,,,,,,,,,,992.17,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.6,20230528,13:37:09,0.03,-0.11,0.05,120
349,,,,,,,,,,,,992.24,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.45,20230528,13:37:10,0.01,0.01,0.05,120
350,,,,,,,,,,,,992.41,0.01,36.5,0,3.34,3,13,-76.86136,39.60281,218.39,20230528,13:37:11,0.01,0.09,0.05,120
351,,,,,,,,,,,,992.25,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.24,20230528,13:37:12,0.02,0.09,0.05,120
352,,,,,,,,,,,,992.13,0,36.5,0,3.34,3,13,-76.86136,39.60281,218.22,20230528,13:37:13,0.01,0.06,0.05,120
353,,,,,,,,,,,,992.14,0,36.4,0,3.34,3,13,-76.86136,39.60281,218.19,20230528,13:37:14,0.02,0.08,0.05,120
354,,,,,,,,,,,,992.19,0,36.4,0,3.34,3,13,-76.86136,39.60281,218.21,20230528,13:37:15,0.05,0.09,0.06,120
355,,,,,,,,,,,,992.15,0,36.4,0,3.34,3,13,-76.86136,39.60281,218.19,20230528,13:37:16,0.01,0.1,0.06,120
356,,,,,,,,,,,,992.29,0,36.4,0,3.34,3,13,-76.86135,39.60281,218.13,20230528,13:37:17,0.08,0.24,0.06,120
357,,,,,,,,,,,,992.18,0,36.4,0,3.34,3,13,-76.86135,39.60281,218.29,20230528,13:37:18,0.03,0.03,0.06,120
358,,,,,,,,,,,,992.36,0,36.4,0,3.34,3,13,-76.86135,39.60281,218.23,20230528,13:37:19,0.03,0,0.06,120
359,,,,,,,,,,,,992.08,0,36.4,0,3.34,3,13,-76.86135,39.60281,218.16,20230528,13:37:20,0.04,-0.02,0.06,120
360,,,,,,,,,,,,992.28,0,36.4,0,3.34,3,13,-76.86135,39.60281,218.1,20230528,13:37:21,0,0.08,0.06,120
361,,,,,,,,,,,,992.23,0,36.4,0,3.33,3,13,-76.86135,39.60281,218.07,20230528,13:37:22,0.04,0.06,0.06,120
362,,,,,,,,,,,,992.16,0,36.4,0,3.33,3,13,-76.86135,39.60281,217.91,20230528,13:37:23,0.03,0.08,0.06,120
363,,,,,,,,,,,,992.29,0,36.4,0,3.33,3,13,-76.86135,39.60281,217.85,20230528,13:37:24,0.03,0.07,0.06,120
364,,,,,,,,,,,,992.23,0,36.4,0,3.33,3,13,-76.86135,39.60281,217.89,20230528,13:37:25,0.02,0.06,0.06,120
365,,,,,,,,,,,,992.21,0,36.4,0,3.33,3,13,-76.86135,39.60281,217.85,20230528,13:37:26,0,0.14,0.06,120
366,,,,,,,,,,,,992.23,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.86,20230528,13:37:27,0.06,0.3,0.07,120
367,,,,,,,,,,,,992.38,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.98,20230528,13:37:28,0.02,0.08,0.07,120
368,,,,,,,,,,,,992.08,0,36.3,0,3.33,3,13,-76.86135,39.60281,218.05,20230528,13:37:29,0.01,0.03,0.07,120
369,,,,,,,,,,,,992.04,-0.01,36.3,0,3.33,3,13,-76.86135,39.60281,217.94,20230528,13:37:30,0.02,0.09,0.07,120
370,,,,,,,,,,,,992.02,-0.01,36.3,0,3.33,3,13,-76.86135,39.60281,217.97,20230528,13:37:31,0.03,0.11,0.07,120
371,,,,,,,,,,,,992.21,0,36.3,0,3.33,3,13,-76.86135,39.60281,218.01,20230528,13:37:32,0.02,0.14,0.07,120
372,,,,,,,,,,,,992.31,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.95,20230528,13:37:33,0.03,0.17,0.07,120
373,,,,,,,,,,,,992.25,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.98,20230528,13:37:34,0.02,0.09,0.07,120
374,,,,,,,,,,,,992.07,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.96,20230528,13:37:35,0.04,0.12,0.08,120
375,,,,,,,,,,,,992.25,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.8,20230528,13:37:36,0.03,0.06,0.07,120
376,,,,,,,,,,,,992.23,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.7,20230528,13:37:37,0.06,0.24,0.08,120
377,,,,,,,,,,,,992.22,0,36.3,0,3.33,3,13,-76.86135,39.60281,217.84,20230528,13:37:38,0.01,0.03,0.08,120
378,,,,,,,,,,,,992.13,0,36.3,0,3.33,3,14,-76.86135,39.60281,217.83,20230528,13:37:39,0.02,-0.14,0.07,120
379,,,,,,,,,,,,992.17,0,36.3,0,3.33,3,14,-76.86135,39.60281,217.83,20230528,13:37:40,0.01,-0.04,0.07,120
380,,,,,,,,,,,,992.11,0,36.3,0,3.33,3,14,-76.86135,39.60281,217.81,20230528,13:37:41,0.03,0.04,0.07,120
381,,,,,,,,,,,,992.23,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.87,20230528,13:37:42,0.04,0.09,0.07,120
382,,,,,,,,,,,,992.2,0,36.3,0,3.33,3,14,-76.86135,39.60281,217.9,20230528,13:37:43,0.02,0.05,0.07,120
383,,,,,,,,,,,,992.36,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.9,20230528,13:37:44,0.01,0.07,0.07,120
384,,,,,,,,,,,,992.18,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.89,20230528,13:37:45,0.01,0.15,0.07,120
385,,,,,,,,,,,,992.2,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.94,20230528,13:37:46,0.04,0.12,0.07,120
386,,,,,,,,,,,,992.05,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.93,20230528,13:37:47,0.07,0.22,0.08,120
387,,,,,,,,,,,,992.03,-0.01,36.2,0,3.33,3,14,-76.86135,39.60281,218.01,20230528,13:37:48,0.01,0,0.07,120
388,,,,,,,,,,,,992.14,0,36.2,0,3.33,3,14,-76.86135,39.60281,218.03,20230528,13:37:49,0.02,-0.01,0.07,120
389,,,,,,,,,,,,992.34,0,36.2,0,3.33,3,14,-76.86135,39.60281,217.98,20230528,13:37:50,0.01,0.04,0.07,120
390,,,,,,,,,,,,992.43,0.01,36.2,0,3.33,3,14,-76.86135,39.60281,218.1,20230528,13:37:51,0.02,0.11,0.07,120
391,,,,,,,,,,,,991.96,-0.01,36.2,0,3.32,3,14,-76.86135,39.60281,218.18,20230528,13:37:52,0.03,0.05,0.07,120
392,,,,,,,,,,,,992.18,0,36.2,0,3.32,3,14,-76.86135,39.60281,218.18,20230528,13:37:53,0.02,0.1,0.07,120
393,,,,,,,,,,,,992.17,0,36.2,0,3.32,3,14,-76.86135,39.60281,218.16,20230528,13:37:54,0.03,0.1,0.07,120
394,,,,,,,,,,,,992.12,0,36.2,0,3.32,3,14,-76.86135,39.60281,218.03,20230528,13:37:55,0.03,0.05,0.07,120
395,,,,,,,,,,,,992.11,0,36.1,0,3.32,3,14,-76.86135,39.60281,218.14,20230528,13:37:56,0.03,0.12,0.07,120
396,,,,,,,,,,,,992.26,0,36.1,0,3.32,3,14,-76.86135,39.60281,218.16,20230528,13:37:57,0.01,0.21,0.08,120
397,,,,,,,,,,,,992.37,0.01,36.1,0,3.32,3,14,-76.86135,39.60281,218.3,20230528,13:37:58,0.03,0.06,0.08,120
398,,,,,,,,,,,,992.22,0,36.1,0,3.32,3,14,-76.86135,39.60281,218.37,20230528,13:37:59,0.03,-0.06,0.07,120
399,,,,,,,,,,,,991.8,-0.01,36.1,0,3.32,3,14,-76.86135,39.60281,218.43,20230528,13:38:00,0.01,0.02,0.07,120
400,,,,,,,,,,,,992.14,0,36.1,0,3.32,3,14,-76.86135,39.60281,218.43,20230528,13:38:01,0.03,-0.01,0.07,120
401,,,,,,,,,,,,992.23,0,36.1,0,3.32,3,14,-76.86135,39.60281,218.49,20230528,13:38:02,0.03,0.07,0.07,120
