Time (s),SEF,HTR,BW0,BW1,MET,MAP,MAR,GAR,GAT,GEO,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
802,,,,,,,,,,,,992.06,0,35.3,0,3.29,3,14,-76.86141,39.60281,221.04,20230528,13:44:43,0.02,0.01,0.02,18
803,,,,,,,,,,,,992.09,0,35.3,0,3.29,3,15,-76.86141,39.60281,221.28,20230528,13:44:44,0.02,0.06,0.02,18
804,,,,,,,,,,,,992.14,0,35.3,0,3.29,3,15,-76.86141,39.6028,221.36,20230528,13:44:45,0.05,-0.01,0.02,18
805,,,,,,,,,,,,992.08,0,35.3,0,3.29,3,13,-76.86141,39.6028,221.59,20230528,13:44:46,0.09,0.09,0.03,18
806,,,,,,,,,,,,992.12,0,35.3,0,3.29,3,15,-76.86141,39.6028,221.77,20230528,13:44:47,0.03,0.03,0.03,18
807,,,,,,,,,,,,991.96,0,35.3,0,3.29,3,14,-76.86141,39.6028,221.86,20230528,13:44:48,0.08,-0.01,0.02,18
808,,,,,,,,,,,,992.05,0,35.3,0,3.29,3,15,-76.86141,39.6028,222.04,20230528,13:44:49,0.08,0.18,0.03,18
809,,,,,,,,,,,,992.08,0,35.3,0,3.29,3,15,-76.86141,39.6028,222.13,20230528,13:44:50,0.13,-0.05,0.03,18
810,,,,,,,,,,,,992.05,0,35.3,0,3.29,3,15,-76.86141,39.6028,222.24,20230528,13:44:51,0.08,-0.05,0.02,18
811,,,,,,,,,,,,992.09,0,35.3,0,3.28,3,13,-76.86141,39.6028,222.2,20230528,13:44:52,0.06,0.09,0.03,18
812,,,,,,,,,,,,992.2,0,35.3,0,3.28,3,15,-76.86141,39.6028,222.29,20230528,13:44:53,0.2,0.01,0.03,18
813,,,,,,,,,,,,992.08,0,35.3,0,3.28,3,15,-76.86141,39.6028,222.25,20230528,13:44:54,0.12,0.05,0.03,18
814,,,,,,,,,,,,992.03,0,35.3,0,3.28,3,14,-76.86141,39.6028,222.23,20230528,13:44:55,0.13,-0.02,0.03,18
815,,,,,,,,,,,,992.06,0,35.3,0,3.28,3,14,-76.86141,39.6028,222.26,20230528,13:44:56,0.3,-0.12,0.02,18
816,,,,,,,,,,,,991.98,0,35.3,0,3.28,3,15,-76.86141,39.60281,222.63,20230528,13:44:57,0.24,0.13,0.02,18
817,,,,,,,,,,,,992.17,0,35.3,0,3.28,3,15,-76.86141,39.60281,222.55,20230528,13:44:58,0.03,0.16,0.03,18
818,,,,,,,,,,,,992.07,0,35.3,0,3.28,3,15,-76.86141,39.60281,222.27,20230528,13:44:59,0.18,0.08,0.03,18
819,,,,,,,,,,,,991.95,0,35.3,0,3.28,3,14,-76.86141,39.60281,222.6,20230528,13:45:00,0.18,0.07,0.03,18
820,,,,,,,,,,,,992.15,0,35.3,0,3.28,3,14,-76.86141,39.60281,222.6,20230528,13:45:01,0.03,0.04,0.03,18
821,,,,,,,,,,,,991.99,0,35.3,0,3.29,3,14,-76.86141,39.60281,222.55,20230528,13:45:02,0.1,0,0.03,18
822,,,,,,,,,,,,992.04,0,35.3,0,3.29,3,15,-76.86141,39.60281,222.61,20230528,13:45:03,0.03,0.08,0.03,18
823,,,,,,,,,,,,992.15,0,35.3,0,3.29,3,14,-76.86141,39.60281,222.79,20230528,13:45:04,0.07,0.05,0.03,18
824,,,,,,,,,,,,992.27,0.01,35.3,0,3.29,3,15,-76.86141,39.60281,222.72,20230528,13:45:05,0.12,-0.01,0.03,18
825,,,,,,,,,,,,992.09,0,35.3,0,3.29,3,15,-76.86141,39.60281,223,20230528,13:45:06,0.07,0.02,0.03,18
826,,,,,,,,,,,,992.04,0,35.3,0,3.29,3,14,-76.86141,39.60281,223.06,20230528,13:45:07,0.02,0.05,0.03,18
827,,,,,,,,,,,,992.2,0,35.3,0,3.29,3,15,-76.86141,39.60281,222.91,20230528,13:45:08,0.16,-0.05,0.03,18
828,,,,,,,,,,,,991.88,-0.01,35.3,0,3.29,3,15,-76.86141,39.60281,222.72,20230528,13:45:09,0.06,0.04,0.03,18
829,,,,,,,,,,,,992.21,0,35.3,0,3.29,3,14,-76.86141,39.60281,222.75,20230528,13:45:10,0.02,0,0.03,18
830,,,,,,,,,,,,991.86,-0.01,35.3,0,3.29,3,15,-76.86141,39.60281,222.7,20230528,13:45:11,0.06,0.02,0.03,18
831,,,,,,,,,,,,992.03,0,35.3,0,3.29,3,15,-76.86141,39.60281,222.59,20230528,13:45:12,0.1,-0.02,0.03,18
832,,,,,,,,,,,,992.06,0,35.3,0,3.29,3,14,-76.8614,39.60281,222.25,20230528,13:45:13,0.02,0,0.03,18
833,,,,,,,,,,,,992.13,0,35.3,0,3.29,3,15,-76.8614,39.60281,222.4,20230528,13:45:14,0.12,-0.03,0.02,18
834,,,,,,,,,,,,992.09,0,35.3,0,3.29,3,15,-76.8614,39.60281,222.24,20230528,13:45:15,0.84,-0.14,0.02,85
835,,,,,,,,,,,,992.12,0,35.3,0,3.29,3,15,-76.86139,39.6028,222.2,20230528,13:45:16,0.32,0.05,0.02,85
836,,,,,,,,,,,,992.06,0,35.3,0,3.29,3,15,-76.86139,39.6028,222.68,20230528,13:45:17,0.09,0.34,0.03,85
837,,,,,,,,,,,,991.91,0,35.3,0,3.29,3,15,-76.86139,39.6028,222.77,20230528,13:45:18,0.06,0.13,0.03,85
838,,,,,,,,,,,,992.02,0,35.3,0,3.29,3,14,-76.86139,39.6028,222.86,20230528,13:45:19,0.11,0.14,0.04,85
839,,,,,,,,,,,,991.92,0,35.3,0,3.29,3,15,-76.86139,39.6028,222.77,20230528,13:45:20,0.12,-0.03,0.03,85
840,,,,,,,,,,,,992,0,35.3,0,3.29,3,15,-76.86139,39.6028,222.67,20230528,13:45:21,0.05,0.05,0.03,85
841,,,,,,,,,,,,992.01,0,35.3,0,3.3,3,15,-76.86139,39.6028,222.88,20230528,13:45:22,0.1,0.12,0.04,85
842,,,,,,,,,,,,992.06,0,35.3,0,3.3,3,13,-76.8614,39.6028,222.62,20230528,13:45:23,0.33,0.06,0.04,85
843,,,,,,,,,,,,992.15,0,35.3,0,3.3,3,13,-76.8614,39.60281,222.59,20230528,13:45:24,0.1,-0.2,0.03,85
844,,,,,,,,,,,,992.22,0,35.3,0,3.3,3,12,-76.8614,39.60281,222.66,20230528,13:45:25,0.1,0.17,0.03,85
845,,,,,,,,,,,,992.31,0.01,35.3,0,3.3,3,13,-76.8614,39.60281,222.4,20230528,13:45:26,0.15,-0.07,0.03,85
846,,,,,,,,,,,,992.1,0,35.3,0,3.3,3,13,-76.8614,39.60281,222.94,20230528,13:45:27,0.12,0.01,0.03,85
847,,,,,,,,,,,,992.03,0,35.3,0,3.3,3,14,-76.8614,39.60281,223.12,20230528,13:45:28,0.03,0,0.03,85
848,,,,,,,,,,,,992.06,0,35.3,0,3.3,3,14,-76.8614,39.60282,222.86,20230528,13:45:29,0.05,0.1,0.03,85
849,,,,,,,,,,,,992.03,0,35.3,0,3.3,3,14,-76.8614,39.60282,222.05,20230528,13:45:30,0.05,-0.04,0.03,85
850,,,,,,,,,,,,991.93,0,35.3,0,3.3,3,15,-76.8614,39.60282,221.7,20230528,13:45:31,0.02,-0.03,0.03,85
851,,,,,,,,,,,,992.18,0,35.3,0,3.31,3,15,-76.8614,39.60282,221.51,20230528,13:45:32,0.03,-0.04,0.03,85
852,,,,,,,,,,,,992.18,0,35.3,0,3.31,3,15,-76.8614,39.60282,221.67,20230528,13:45:33,0.06,0.06,0.03,85
853,,,,,,,,,,,,992.07,0,35.3,0,3.31,3,14,-76.8614,39.60281,221.84,20230528,13:45:34,0.04,-0.03,0.03,85
854,,,,,,,,,,,,992,0,35.3,0,3.31,3,15,-76.8614,39.60281,221.9,20230528,13:45:35,0.04,-0.01,0.02,85
855,,,,,,,,,,,,991.88,-0.01,35.3,0,3.31,3,15,-76.8614,39.60281,222.01,20230528,13:45:36,0.07,0.01,0.02,85
856,,,,,,,,,,,,992.13,0,35.3,0,3.31,3,14,-76.8614,39.60281,221.97,20230528,13:45:37,0.02,0.04,0.02,85
857,,,,,,,,,,,,992.13,0,35.3,0,3.31,3,15,-76.8614,39.60281,221.94,20230528,13:45:38,0.07,-0.04,0.02,85
858,,,,,,,,,,,,992.06,0,35.3,0,3.31,3,15,-76.8614,39.60281,221.8,20230528,13:45:39,0.08,-0.14,0.02,85
859,,,,,,,,,,,,992.24,0.01,35.3,0,3.31,3,15,-76.8614,39.60281,221.99,20230528,13:45:40,0.17,0.08,0.02,85
860,,,,,,,,,,,,991.86,-0.01,35.3,0,3.31,3,15,-76.8614,39.60281,222.15,20230528,13:45:41,0.06,0,0.02,85
861,,,,,,,,,,,,991.85,-0.01,35.3,0,3.29,3,15,-76.86139,39.60281,222.46,20230528,13:45:42,0.03,0.03,0.02,85
862,,,,,,,,,,,,991.91,0,35.3,0,3.29,3,15,-76.86139,39.6028,221.96,20230528,13:45:43,0.1,-0.1,0.01,85
863,,,,,,,,,,,,991.9,0,35.3,0,3.29,3,15,-76.8614,39.6028,222.2,20230528,13:45:44,0.7,0.27,0.02,196
864,,,,,,,,,,,,991.87,-0.01,35.3,0,3.29,3,15,-76.8614,39.6028,222.74,20230528,13:45:45,0.49,0.28,0.03,196
865,,,,,,,,,,,,991.96,0,35.3,0,3.29,3,15,-76.8614,39.60281,223.32,20230528,13:45:46,0.52,0.33,0.04,277
866,,,,,,,,,,,,992.11,0,35.3,0,3.29,3,15,-76.86141,39.60282,223.82,20230528,13:45:47,0.91,0.18,0.04,285
867,,,,,,,,,,,,991.86,-0.01,35.3,0,3.29,3,15,-76.86141,39.60282,224.07,20230528,13:45:48,0.54,0.12,0.05,285
868,,,,,,,,,,,,991.78,-0.01,35.3,0,3.29,3,15,-76.86141,39.60282,224.24,20230528,13:45:49,0.17,0.04,0.05,285
869,,,,,,,,,,,,991.95,0,35.3,0,3.29,3,15,-76.86141,39.60282,224.39,20230528,13:45:50,0.1,0.05,0.05,285
870,,,,,,,,,,,,991.91,0,35.3,0,3.29,3,15,-76.86141,39.60282,224.44,20230528,13:45:51,0.02,0,0.04,285
871,,,,,,,,,,,,991.88,0,35.3,0,3.29,3,15,-76.86141,39.60282,224.6,20230528,13:45:52,0.06,0.04,0.04,285
872,,,,,,,,,,,,991.91,0,35.3,0,3.29,3,15,-76.86141,39.60282,224.48,20230528,13:45:53,0.18,0.1,0.05,285
873,,,,,,,,,,,,991.84,-0.01,35.3,0,3.29,3,15,-76.86141,39.60282,224.54,20230528,13:45:54,0.05,0.06,0.05,285
874,,,,,,,,,,,,992.07,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.53,20230528,13:45:55,0.09,-0.04,0.04,285
875,,,,,,,,,,,,991.85,0,35.3,0,3.29,3,14,-76.86141,39.60283,224.54,20230528,13:45:56,0.14,-0.05,0.04,285
876,,,,,,,,,,,,991.89,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.54,20230528,13:45:57,0.12,-0.02,0.04,285
877,,,,,,,,,,,,991.96,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.18,20230528,13:45:58,0.3,-0.13,0.03,285
878,,,,,,,,,,,,992.04,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.22,20230528,13:45:59,0.06,0.04,0.03,285
879,,,,,,,,,,,,991.9,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.24,20230528,13:46:00,0.05,-0.15,0.03,285
880,,,,,,,,,,,,991.93,0,35.3,0,3.29,3,16,-76.86141,39.60283,224.31,20230528,13:46:01,0.43,-0.2,0.02,285
881,,,,,,,,,,,,991.81,-0.01,35.2,0,3.29,3,16,-76.86141,39.60283,224.5,20230528,13:46:02,0.23,-0.05,0.02,285
882,,,,,,,,,,,,992.07,0,35.3,0,3.29,3,15,-76.86141,39.60283,224.08,20230528,13:46:03,0.05,-0.14,0.02,285
883,,,,,,,,,,,,991.83,-0.01,35.3,0,3.29,3,15,-76.86141,39.60283,223.79,20230528,13:46:04,0.12,-0.03,0.01,285
884,,,,,,,,,,,,991.89,0,35.3,0,3.29,3,15,-76.86141,39.60282,223.8,20230528,13:46:05,0.25,-0.05,0.01,285
885,,,,,,,,,,,,991.97,0,35.3,0,3.29,3,16,-76.86141,39.60282,223.97,20230528,13:46:06,0.08,0.11,0.02,285
886,,,,,,,,,,,,992.05,0,35.2,0,3.29,3,16,-76.86141,39.60282,224.13,20230528,13:46:07,0.14,0.17,0.02,285
887,,,,,,,,,,,,991.93,0,35.3,0,3.29,3,16,-76.86141,39.60282,224.06,20230528,13:46:08,0.09,-0.03,0.02,285
888,,,,,,,,,,,,992.02,0,35.3,0,3.29,3,16,-76.86141,39.60282,223.92,20230528,13:46:09,0.03,-0.06,0.02,285
889,,,,,,,,,,,,991.85,0,35.3,0,3.29,3,16,-76.86141,39.60282,224.21,20230528,13:46:10,0.23,0.39,0.03,285
890,,,,,,,,,,,,992.07,0,35.3,0,3.29,3,16,-76.86141,39.60282,224.16,20230528,13:46:11,0.26,0,0.03,285
891,,,,,,,,,,,,991.98,0,35.3,0,3.29,3,16,-76.86141,39.60282,223.77,20230528,13:46:12,0.01,-0.05,0.02,285
892,,,,,,,,,,,,991.88,0,35.2,0,3.29,3,16,-76.86141,39.60282,224.01,20230528,13:46:13,0.08,0,0.02,285
893,,,,,,,,,,,,992.07,0,35.2,0,3.29,3,16,-76.86141,39.60282,223.93,20230528,13:46:14,0.33,-0.07,0.02,285
894,,,,,,,,,,,,991.92,0,35.3,0,3.29,3,16,-76.86141,39.60282,223.65,20230528,13:46:15,0.69,-0.04,0.02,326
895,,,,,,,,,,,,991.85,0,35.3,0,3.29,3,16,-76.8614,39.60282,224.14,20230528,13:46:16,1.05,0.14,0.02,26
896,,,,,,,,,,,,991.92,0,35.3,0,3.29,3,16,-76.86139,39.60284,224.03,20230528,13:46:17,1.27,-0.42,0.01,16
897,,,,,,,,,,,,992.04,0,35.3,0,3.29,3,16,-76.86139,39.60284,224.31,20230528,13:46:18,0.8,-0.12,0.01,23
898,,,,,,,,,,,,992.09,0,35.3,0,3.29,1,16,-76.86138,39.60285,224.76,20230528,13:46:19,0.91,0.45,0.02,35
899,,,,,,,,,,,,992.01,0,35.3,0,3.29,1,16,-76.86137,39.60286,225.02,20230528,13:46:20,1.15,0.37,0.03,42
900,,,,,,,,,,,,991.76,-0.01,35.2,0,3.29,1,16,-76.86136,39.60287,225.42,20230528,13:46:21,1.17,0.31,0.04,39
901,,,,,,,,,,,,991.93,0,35.3,0,3.31,1,16,-76.86136,39.60288,225.68,20230528,13:46:22,1.28,0,0.04,3
902,,,,,,,,,,,,991.84,0,35.3,0,3.31,1,16,-76.86136,39.60289,225.67,20230528,13:46:23,0.59,0.33,0.04,347
903,,,,,,,,,,,,991.92,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.77,20230528,13:46:24,0.36,-0.86,0.02,347
904,,,,,,,,,,,,992.1,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.33,20230528,13:46:25,0.04,-0.05,0.02,347
905,,,,,,,,,,,,992.17,0.01,35.3,0,3.31,1,16,-76.86137,39.60289,224.41,20230528,13:46:26,0.01,-0.03,0.02,347
906,,,,,,,,,,,,992.01,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.59,20230528,13:46:27,0.03,-0.03,0.01,347
907,,,,,,,,,,,,992.11,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.63,20230528,13:46:28,0.03,0.04,0.01,347
908,,,,,,,,,,,,992.06,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.62,20230528,13:46:29,0.03,0.07,0.02,347
909,,,,,,,,,,,,992.15,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.54,20230528,13:46:30,0.04,0,0.02,347
910,,,,,,,,,,,,992.07,0,35.3,0,3.31,1,16,-76.86137,39.60289,224.51,20230528,13:46:31,0.01,0.02,0.02,347
911,,,,,,,,,,,,991.94,0,35.3,0,3.29,1,16,-76.86137,39.6029,224.42,20230528,13:46:32,0.01,-0.03,0.01,347
912,,,,,,,,,,,,992.13,0,35.3,0,3.29,1,16,-76.86137,39.6029,224.36,20230528,13:46:33,0.05,0.01,0.01,347
913,,,,,,,,,,,,991.99,0,35.3,0,3.29,1,16,-76.86137,39.6029,224.21,20230528,13:46:34,0.03,0.02,0.01,347
914,,,,,,,,,,,,991.92,0,35.3,0,3.29,1,16,-76.86137,39.6029,224.06,20230528,13:46:35,0.07,-0.05,0.01,347
915,,,,,,,,,,,,992.06,0,35.3,0,3.29,1,16,-76.86137,39.6029,224.09,20230528,13:46:36,0.13,-0.04,0.01,347
916,,,,,,,,,,,,992.26,0.01,35.3,0,3.29,1,16,-76.86136,39.6029,224.17,20230528,13:46:37,0.24,-0.03,0.01,347
917,,,,,,,,,,,,992.21,0.01,35.3,0,3.29,1,16,-76.86137,39.6029,224.4,20230528,13:46:38,0.65,0.46,0.02,346
918,,,,,,,,,,,,992.17,0,35.3,0,3.29,1,16,-76.86137,39.60291,223.82,20230528,13:46:39,0.63,-0.67,0,351
919,,,,,,,,,,,,992.06,0,35.3,0,3.29,1,16,-76.86137,39.60291,222.99,20230528,13:46:40,0.4,-0.92,-0.03,351
920,,,,,,,,,,,,992.02,0,35.3,0,3.29,1,16,-76.86137,39.60291,222.55,20230528,13:46:41,0.18,-0.17,-0.03,351
921,,,,,,,,,,,,992.07,0,35.3,0,3.3,1,16,-76.86137,39.60291,222.54,20230528,13:46:42,0.07,-0.08,-0.03,351
922,,,,,,,,,,,,992.13,0,35.3,0,3.3,1,16,-76.86137,39.60291,222.74,20230528,13:46:43,0.1,-0.03,-0.03,351
923,,,,,,,,,,,,991.94,0,35.3,0,3.3,1,16,-76.86137,39.60291,222.57,20230528,13:46:44,0.01,-0.04,-0.03,351
924,,,,,,,,,,,,992.12,0,35.3,0,3.3,1,16,-76.86137,39.60291,222.56,20230528,13:46:45,0.15,-0.05,-0.03,351
925,,,,,,,,,,,,992.1,0,35.3,0,3.3,1,14,-76.86137,39.60291,222.48,20230528,13:46:46,0.11,-0.08,-0.03,351
926,,,,,,,,,,,,992.18,0,35.3,0,3.3,1,15,-76.86137,39.60291,222.49,20230528,13:46:47,0.18,-0.03,-0.03,351
927,,,,,,,,,,,,992.24,0.01,35.3,0,3.3,1,15,-76.86137,39.60291,222.48,20230528,13:46:48,0.01,-0.09,-0.03,351
928,,,,,,,,,,,,992.18,0,35.3,0,3.3,1,15,-76.86137,39.6029,222.49,20230528,13:46:49,0.03,-0.07,-0.04,351
929,,,,,,,,,,,,992.17,0,35.3,0,3.3,1,16,-76.86137,39.6029,222.42,20230528,13:46:50,0.12,-0.12,-0.04,351
930,,,,,,,,,,,,992.02,0,35.3,0,3.3,1,16,-76.86137,39.6029,222.33,20230528,13:46:51,0.08,-0.08,-0.04,351
931,,,,,,,,,,,,992.15,0,35.3,0,3.3,1,16,-76.86137,39.6029,222.37,20230528,13:46:52,0.17,0.03,-0.04,351
932,,,,,,,,,,,,992.26,0.01,35.3,0,3.3,1,16,-76.86137,39.6029,221.9,20230528,13:46:53,0.14,-0.08,-0.04,351
933,,,,,,,,,,,,991.8,-0.01,35.3,0,3.3,1,16,-76.86137,39.6029,221.6,20230528,13:46:54,0.21,0,-0.04,351
934,,,,,,,,,,,,992.03,0,35.3,0,3.3,1,16,-76.86137,39.6029,221.57,20230528,13:46:55,0.78,-0.37,-0.05,351
935,,,,,,,,,,,,991.99,0,35.3,0,3.3,1,16,-76.86137,39.6029,221.29,20230528,13:46:56,0.09,-0.05,-0.05,351
936,,,,,,,,,,,,992.27,0.01,35.3,0,3.3,1,16,-76.86137,39.6029,221.69,20230528,13:46:57,0.08,-0.03,-0.05,351
937,,,,,,,,,,,,992.19,0,35.3,0,3.3,1,16,-76.86137,39.6029,221.89,20230528,13:46:58,1.18,0.25,-0.04,313
938,,,,,,,,,,,,992.13,0,35.3,0,3.3,1,15,-76.86137,39.6029,221.74,20230528,13:46:59,0.26,0.05,-0.03,313
939,,,,,,,,,,,,992.15,0,35.3,0,3.3,1,15,-76.86137,39.6029,221.08,20230528,13:47:00,0.26,-0.08,-0.04,313
940,,,,,,,,,,,,992.19,0,35.3,0,3.3,1,14,-76.86137,39.6029,220.29,20230528,13:47:01,0.49,-0.23,-0.04,313
941,,,,,,,,,,,,992.08,0,35.3,0,3.3,1,15,-76.86137,39.6029,220.05,20230528,13:47:02,0.17,-0.21,-0.05,313
942,,,,,,,,,,,,992.23,0,35.3,0,3.3,1,15,-76.86137,39.6029,219.34,20230528,13:47:03,0.25,-0.35,-0.06,313
943,,,,,,,,,,,,991.97,0,35.3,0,3.3,1,15,-76.86137,39.6029,219.98,20230528,13:47:04,0.27,-0.15,-0.06,313
944,,,,,,,,,,,,992.26,0.01,35.3,0,3.3,1,14,-76.86137,39.6029,219.74,20230528,13:47:05,0.18,-0.3,-0.07,313
945,,,,,,,,,,,,992.28,0.01,35.4,0,3.3,1,14,-76.86137,39.60291,219.6,20230528,13:47:06,0.21,-0.13,-0.07,313
946,,,,,,,,,,,,992.08,0,35.3,0,3.3,1,15,-76.86137,39.60291,219.15,20230528,13:47:07,0.12,-0.15,-0.07,313
947,,,,,,,,,,,,992.15,0,35.3,0,3.3,1,15,-76.86137,39.60291,218.82,20230528,13:47:08,0.3,-0.22,-0.07,313
948,,,,,,,,,,,,992.28,0.01,35.4,0,3.3,1,14,-76.86137,39.6029,219.21,20230528,13:47:09,1.01,0.09,-0.07,253
949,,,,,,,,,,,,992.18,0,35.3,0,3.3,1,14,-76.86137,39.6029,219.42,20230528,13:47:10,0.35,0,-0.07,253
950,,,,,,,,,,,,992.02,0,35.3,0,3.3,1,14,-76.86138,39.6029,219.36,20230528,13:47:11,0.15,0,-0.07,253
951,,,,,,,,,,,,991.99,0,35.3,0,3.29,1,14,-76.86138,39.6029,219.68,20230528,13:47:12,0.09,0.09,-0.06,253
952,,,,,,,,,,,,992.13,0,35.4,0,3.29,1,14,-76.86138,39.6029,219.19,20230528,13:47:13,0.3,-0.02,-0.06,253
953,,,,,,,,,,,,992.11,0,35.4,0,3.29,1,14,-76.86138,39.6029,218.86,20230528,13:47:14,0.16,-0.09,-0.06,253
954,,,,,,,,,,,,992.08,0,35.4,0,3.29,1,13,-76.86138,39.6029,219.09,20230528,13:47:15,0.32,-0.02,-0.06,253
955,,,,,,,,,,,,992.27,0.01,35.4,0,3.29,1,14,-76.86138,39.6029,219.29,20230528,13:47:16,0.67,0.09,-0.05,253
956,,,,,,,,,,,,992.06,0,35.4,0,3.29,1,14,-76.86138,39.6029,218.84,20230528,13:47:17,0.94,-0.31,-0.06,298
957,,,,,,,,,,,,992.04,0,35.4,0,3.29,1,13,-76.86138,39.6029,218.38,20230528,13:47:18,0.24,-0.23,-0.07,298
958,,,,,,,,,,,,992.04,0,35.4,0,3.29,1,14,-76.86138,39.6029,218.45,20230528,13:47:19,0.2,-0.02,-0.07,298
959,,,,,,,,,,,,992.17,0,35.4,0,3.29,1,14,-76.86138,39.6029,217.96,20230528,13:47:20,0.16,-0.26,-0.07,298
960,,,,,,,,,,,,992.13,0,35.4,0,3.29,1,15,-76.86137,39.6029,218.32,20230528,13:47:21,0.18,-0.17,-0.07,298
961,,,,,,,,,,,,992.15,0,35.4,0,3.29,1,15,-76.86137,39.6029,218.53,20230528,13:47:22,0.09,-0.02,-0.07,298
962,,,,,,,,,,,,992.12,0,35.4,0,3.29,1,15,-76.86137,39.6029,218.63,20230528,13:47:23,0.01,-0.03,-0.07,298
963,,,,,,,,,,,,992.21,0,35.4,0,3.29,1,16,-76.86137,39.6029,218.64,20230528,13:47:24,0.07,-0.01,-0.07,298
964,,,,,,,,,,,,991.98,0,35.3,0,3.29,1,16,-76.86137,39.6029,218.72,20230528,13:47:25,0.06,-0.1,-0.07,298
965,,,,,,,,,,,,992.03,0,35.4,0,3.29,1,16,-76.86137,39.6029,218.8,20230528,13:47:26,0.05,-0.1,-0.07,298
966,,,,,,,,,,,,992.15,0,35.4,0,3.29,1,16,-76.86137,39.60289,218.8,20230528,13:47:27,0.02,-0.12,-0.07,298
967,,,,,,,,,,,,991.96,0,35.4,0,3.29,1,16,-76.86137,39.60289,218.76,20230528,13:47:28,0.08,-0.12,-0.07,298
968,,,,,,,,,,,,992.19,0,35.4,0,3.29,1,16,-76.86137,39.60289,218.89,20230528,13:47:29,0.05,0.05,-0.07,298
969,,,,,,,,,,,,992.18,0,35.4,0,3.29,1,16,-76.86136,39.60289,218.96,20230528,13:47:30,0.05,-0.02,-0.07,298
970,,,,,,,,,,,,992.18,0,35.4,0,3.29,1,16,-76.86136,39.60289,219.42,20230528,13:47:31,0.07,0.03,-0.07,298
971,,,,,,,,,,,,992.32,0.01,35.4,0,3.3,1,16,-76.86136,39.60289,219.28,20230528,13:47:32,0.05,-0.04,-0.06,298
972,,,,,,,,,,,,992.05,0,35.4,0,3.3,1,16,-76.86136,39.60289,219.2,20230528,13:47:33,0.09,-0.05,-0.06,298
973,,,,,,,,,,,,991.94,0,35.4,0,3.3,1,16,-76.86136,39.60289,219.25,20230528,13:47:34,0.02,0,-0.06,298
974,,,,,,,,,,,,992.03,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.59,20230528,13:47:35,0.07,0.04,-0.06,298
975,,,,,,,,,,,,992.3,0.01,35.4,0,3.3,1,16,-76.86135,39.60289,219.75,20230528,13:47:36,0.06,-0.02,-0.06,298
976,,,,,,,,,,,,992.2,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.59,20230528,13:47:37,0.13,-0.11,-0.06,298
977,,,,,,,,,,,,992.18,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.77,20230528,13:47:38,0.04,0.09,-0.05,298
978,,,,,,,,,,,,992.27,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.77,20230528,13:47:39,0.05,-0.02,-0.05,298
979,,,,,,,,,,,,992.01,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.55,20230528,13:47:40,0.08,-0.1,-0.05,298
980,,,,,,,,,,,,992.08,0,35.4,0,3.3,1,16,-76.86135,39.60289,219.39,20230528,13:47:41,0.05,-0.07,-0.05,298
981,,,,,,,,,,,,992.05,0,35.4,0,3.31,1,16,-76.86135,39.60289,219.46,20230528,13:47:42,0.05,-0.01,-0.05,298
982,,,,,,,,,,,,992.04,0,35.4,0,3.31,1,16,-76.86135,39.60289,219.39,20230528,13:47:43,0,-0.01,-0.05,298
983,,,,,,,,,,,,992.28,0.01,35.4,0,3.31,1,16,-76.86135,39.60289,219.33,20230528,13:47:44,0.06,0.08,-0.05,298
984,,,,,,,,,,,,992.1,0,35.4,0,3.31,1,16,-76.86135,39.60289,219.28,20230528,13:47:45,0.02,-0.07,-0.05,298
985,,,,,,,,,,,,991.99,0,35.4,0,3.31,1,16,-76.86135,39.60289,219.19,20230528,13:47:46,0.02,-0.07,-0.05,298
986,,,,,,,,,,,,991.97,0,35.4,0,3.31,1,16,-76.86135,39.60289,219.12,20230528,13:47:47,0.01,-0.03,-0.05,298
987,,,,,,,,,,,,992.12,0,35.4,0,3.31,1,16,-76.86135,39.60289,218.98,20230528,13:47:48,0.03,-0.01,-0.05,298
988,,,,,,,,,,,,992.19,0,35.4,0,3.31,1,16,-76.86135,39.6029,218.81,20230528,13:47:49,0.02,0.02,-0.04,298
989,,,,,,,,,,,,992.29,0.01,35.4,0,3.31,1,16,-76.86135,39.6029,218.69,20230528,13:47:50,0.03,-0.05,-0.04,298
990,,,,,,,,,,,,992.1,0,35.4,0,3.31,1,16,-76.86135,39.6029,218.64,20230528,13:47:51,0.02,-0.08,-0.05,298
